#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	HFD_AL_6_05_12_HFD_AL_6_05_12_L4_mpa_vJan25.metaphlan	HFD_IF_7_06_12_HFD_IF_7_06_12_L4_mpa_vJan25.metaphlan	HFD_AL_4_03_11_HFD_AL_4_03_11_L4_mpa_vJan25.metaphlan	HFD_IF_4_02_25_HFD_IF_4_02_25_L4_mpa_vJan25.metaphlan	HFD_AL_4_02_25_HFD_AL_4_02_25_L4_mpa_vJan25.metaphlan	HFD_AL_6_05_22_HFD_AL_6_05_22_L4_mpa_vJan25.metaphlan	HFD_AL_7_06_12_HFD_AL_7_06_12_L4_mpa_vJan25.metaphlan	HFD_IF_6_05_22_HFD_IF_6_05_22_L4_mpa_vJan25.metaphlan	HFD_IF_4_03_11_HFD_IF_4_03_11_L4_mpa_vJan25.metaphlan	HFD_IF_6_05_12_HFD_IF_6_05_12_L4_mpa_vJan25.metaphlan
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD308|t__SGB7279	0.01786	0.0	0.0	0.0	0.0	0.00032	0.01435	0.01752	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28950|s__GGB28950_SGB41657|t__SGB41657	0.01486	0.0	0.0	0.0	0.0	0.0	0.0	0.01026	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41422	0.01246	0.0	0.0	0.0	0.0	0.05883	0.0	0.01817	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB28883|s__GGB28883_SGB41564|t__SGB41564	0.01176	0.0	0.0322	0.01406	0.01565	0.06842	0.12369	0.0431	0.0	0.00652
k__Bacteria|p__Firmicutes|c__CFGB28941|o__OFGB28941|f__FGB28941|g__GGB75112|s__GGB75112_SGB102247|t__SGB102247	0.01135	0.02294	0.02478	0.0276	0.04457	0.01519	0.00625	0.01615	0.00629	0.01584
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28944|s__GGB28944_SGB59839|t__SGB59839	0.01092	0.0	0.0	0.0	0.0	0.00684	0.14011	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB109668	0.01087	0.00047	0.00476	0.03994	0.01898	0.00024	0.00164	0.00112	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28843|s__GGB28843_SGB41509|t__SGB41509	0.00973	0.00876	0.04992	0.07531	0.14841	0.01764	0.02428	0.00839	0.00287	0.00705
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB59798	0.00887	0.0	0.00511	0.01382	0.01245	8e-05	0.00451	0.00293	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB7271|t__SGB7271	0.00784	0.0	0.01603	0.02437	0.02316	0.00376	0.00149	0.00258	0.0	0.00018
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41513	0.00755	0.0	0.00883	0.0538	0.02093	0.0	0.00949	0.00025	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41417	0.00752	0.01402	0.02196	0.05721	0.04312	0.00178	0.0022	0.01645	0.0	0.00305
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28769|s__GGB28769_SGB41421|t__SGB41421	0.00732	0.0	0.0	0.00838	0.0146	0.00333	0.00029	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB63209|t__SGB63209	0.0072	0.00981	0.06825	0.02724	0.03004	0.05826	0.00342	0.01404	0.01406	0.05348
k__Bacteria|p__Firmicutes|c__CFGB79330|o__OFGB79330|f__FGB79330|g__GGB75036|s__GGB75036_SGB102224|t__SGB102224	0.00705	0.0	0.0	0.00212	0.00023	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74408|s__GGB74408_SGB43542|t__SGB43542	0.00658	0.02679	0.52562	0.26516	0.26282	0.03896	0.005	0.02524	0.06153	0.07342
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41672	0.00631	0.00427	0.01305	0.0227	0.04545	0.01436	0.00538	0.00835	0.0	0.00409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45532|s__GGB45532_SGB63210|t__SGB63210	0.00606	0.00136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB63228|t__SGB63228	0.00585	0.02604	0.07719	0.08879	0.0555	0.0262	0.00556	0.01822	0.03788	0.03698
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB75095|s__GGB75095_SGB41525|t__SGB41525	0.00434	0.0	0.0	0.0	0.0	0.0	0.31084	0.00018	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41420	0.00432	0.00476	0.10593	0.12015	0.13514	0.00852	0.00931	0.00202	0.0	0.00183
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75060|s__GGB75060_SGB102173|t__SGB102173	0.00413	0.01802	0.0037	0.00087	0.00361	0.00913	0.02626	0.01945	0.02014	0.00891
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis|t__SGB24891	0.00411	0.00141	0.00579	0.0	0.01485	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB82506	0.00335	0.0002	0.0036	0.00533	0.02761	0.00352	0.0033	0.011	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB102175|t__SGB102175	0.00267	0.02896	0.02981	0.02393	0.03006	0.00212	0.04017	0.0064	0.00964	0.00292
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28925|s__GGB28925_SGB41622|t__SGB41622	0.00238	0.00054	0.0	0.00883	0.0	0.0	0.0	0.00989	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_intestini|t__SGB63364	0.001	0.01296	0.0	0.0	0.0	0.00032	0.02381	0.00528	0.0	0.00045
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis|t__SGB7962	0.00096	0.0	0.0	0.00391	0.00365	0.0	0.0	0.07416	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765	0.0	0.00933	0.0	0.0	0.0016	0.00725	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9639	0.0	0.00586	0.0	0.00981	0.00242	0.0	0.0	0.00171	0.0	0.00124
k__Bacteria|p__Firmicutes|c__CFGB84435	0.0	0.00548	0.01258	0.00928	0.01748	0.0047	0.00327	0.00275	0.0	0.00256
k__Bacteria|p__Firmicutes|c__CFGB73497	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.04935	0.0	0.01186
k__Bacteria|p__Firmicutes|c__CFGB9512	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.00493	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB77567	0.0	0.00096	0.00238	0.01385	0.01975	0.00283	0.00303	0.01259	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	0.0	0.00933	0.0	0.0	0.0016	0.00725	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639	0.0	0.00586	0.0	0.00981	0.00242	0.0	0.0	0.00171	0.0	0.00124
k__Bacteria|p__Firmicutes|c__CFGB84435|o__OFGB84435	0.0	0.00548	0.01258	0.00928	0.01748	0.0047	0.00327	0.00275	0.0	0.00256
k__Bacteria|p__Firmicutes|c__CFGB73497|o__OFGB73497	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.04935	0.0	0.01186
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.00493	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB77567|o__OFGB77567	0.0	0.00096	0.00238	0.01385	0.01975	0.00283	0.00303	0.01259	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765	0.0	0.00933	0.0	0.0	0.0016	0.00725	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639|f__FGB9639	0.0	0.00586	0.0	0.00981	0.00242	0.0	0.0	0.00171	0.0	0.00124
k__Bacteria|p__Firmicutes|c__CFGB84435|o__OFGB84435|f__FGB84435	0.0	0.00548	0.01258	0.00928	0.01748	0.0047	0.00327	0.00275	0.0	0.00256
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae	0.0	0.00473	0.03456	0.04011	0.04405	0.00647	0.0	0.0129	0.0144	0.0009
k__Bacteria|p__Firmicutes|c__CFGB73497|o__OFGB73497|f__FGB73497	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.04935	0.0	0.01186
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512|f__FGB9512	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.00493	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB77567|o__OFGB77567|f__FGB77567	0.0	0.00096	0.00238	0.01385	0.01975	0.00283	0.00303	0.01259	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified|g__GGB30093	0.0	0.04964	0.0	0.0	0.0	0.0	0.0	0.08868	0.0	0.16294
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB75044	0.0	0.01657	0.1529	0.42238	0.2409	0.0	0.0	0.00502	0.31078	0.00663
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB22635	0.0	0.01009	0.04036	0.00186	0.03383	0.00515	0.00641	0.00557	0.07767	0.01787
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium	0.0	0.00965	0.00187	0.0	0.0	0.00416	0.0	0.0	0.0	0.00401
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB28646	0.0	0.00933	0.0	0.0	0.0	0.00725	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639|f__FGB9639|g__GGB28934	0.0	0.00586	0.0	0.00981	0.00242	0.0	0.0	0.00171	0.0	0.00124
k__Bacteria|p__Firmicutes|c__CFGB84435|o__OFGB84435|f__FGB84435|g__GGB32371	0.0	0.00548	0.01258	0.00928	0.01748	0.0047	0.00327	0.00275	0.0	0.00256
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified	0.0	0.00512	0.0	0.0	0.06173	0.0	0.0	0.02263	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__GGB28436	0.0	0.00473	0.0018	0.00277	0.01076	0.00647	0.0	0.01099	0.00515	0.00018
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__GGB30295	0.0	0.00355	1.56769	1.11668	1.76518	0.0	0.0	0.01251	0.15973	0.08667
k__Bacteria|p__Firmicutes|c__CFGB73497|o__OFGB73497|f__FGB73497|g__GGB75048	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.04935	0.0	0.01186
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28875	0.0	0.00207	0.00035	0.00027	0.01254	0.0083	0.0	0.0276	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512|f__FGB9512|g__GGB42343	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.00493	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30304	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.00977	0.0	0.03318
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28926	0.0	0.0016	0.0	0.0	0.0	0.00094	0.00251	0.00412	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB77567|o__OFGB77567|f__FGB77567|g__GGB113719	0.0	0.00096	0.00238	0.01385	0.01975	0.00283	0.00303	0.01259	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__GGB31184	0.0	0.00062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB140903|s__GGB140903_SGB43521	0.0	0.95041	0.0	0.0	0.0	0.0	0.0	1.11936	0.0	2.80378
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB102216	0.0	0.08136	0.0	0.0	0.0	0.0	0.0	0.03704	0.0	0.13535
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified|g__GGB30093|s__GGB30093_SGB43006	0.0	0.04964	0.0	0.0	0.0	0.0	0.0	0.08868	0.0	0.16294
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41413	0.0	0.03039	0.39776	0.59666	0.52311	0.0	0.0	0.10062	0.0224	0.02992
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB75044|s__GGB75044_SGB102893	0.0	0.01657	0.1529	0.42238	0.2409	0.0	0.0	0.00502	0.31078	0.00663
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB63234	0.0	0.01459	0.0	0.01476	0.0	0.00961	0.0	0.00663	0.0137	0.00138
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB22635|s__GGB22635_SGB63107	0.0	0.01009	0.04036	0.00186	0.03383	0.00515	0.00641	0.00557	0.07767	0.01787
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB65123	0.0	0.00965	0.00187	0.0	0.0	0.00416	0.0	0.0	0.0	0.00401
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB28646|s__GGB28646_SGB102426	0.0	0.00933	0.0	0.0	0.0	0.00725	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB94989	0.0	0.00659	0.00567	0.00454	0.00754	0.00597	0.0	0.00474	0.00117	0.00765
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639|f__FGB9639|g__GGB28934|s__GGB28934_SGB41637	0.0	0.00586	0.0	0.00981	0.00242	0.0	0.0	0.00171	0.0	0.00124
k__Bacteria|p__Firmicutes|c__CFGB84435|o__OFGB84435|f__FGB84435|g__GGB32371|s__GGB32371_SGB41694	0.0	0.00548	0.01258	0.00928	0.01748	0.0047	0.00327	0.00275	0.0	0.00256
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium	0.0	0.00512	0.0	0.0	0.06173	0.0	0.0	0.02263	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__GGB28436|s__GGB28436_SGB41019	0.0	0.00473	0.0018	0.00277	0.01076	0.00647	0.0	0.01099	0.00515	0.00018
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__GGB30295|s__GGB30295_SGB43259	0.0	0.00355	1.56769	1.11668	1.76518	0.0	0.0	0.01251	0.15973	0.08667
k__Bacteria|p__Firmicutes|c__CFGB73497|o__OFGB73497|f__FGB73497|g__GGB75048|s__GGB75048_SGB102485	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.04935	0.0	0.01186
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium	0.0	0.00295	0.00441	0.00779	0.05112	0.00955	0.00556	0.00317	0.0	0.01312
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_SGB41549	0.0	0.00231	3.82405	0.3945	5.0122	0.0	0.0	9e-05	0.23404	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28875|s__GGB28875_SGB41555	0.0	0.00207	0.00035	0.00027	0.01254	0.0083	0.0	0.0276	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512|f__FGB9512|g__GGB42343|s__GGB42343_SGB59511	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.00493	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30304|s__GGB30304_SGB43269	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.00977	0.0	0.03318
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_muris	0.0	0.00167	0.0	0.0	0.0	0.0	0.00165	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28926|s__GGB28926_SGB41623	0.0	0.0016	0.0	0.0	0.0	0.00094	0.00251	0.00412	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB77567|o__OFGB77567|f__FGB77567|g__GGB113719|s__GGB113719_SGB156132	0.0	0.00096	0.00238	0.01385	0.01975	0.00283	0.00303	0.01259	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__GGB31184|s__GGB31184_SGB44478	0.0	0.00062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB140903|s__GGB140903_SGB43521|t__SGB43521	0.0	0.95041	0.0	0.0	0.0	0.0	0.0	1.11936	0.0	2.80378
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB102216|t__SGB102216	0.0	0.08136	0.0	0.0	0.0	0.0	0.0	0.03704	0.0	0.13535
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified|g__GGB30093|s__GGB30093_SGB43006|t__SGB43006	0.0	0.04964	0.0	0.0	0.0	0.0	0.0	0.08868	0.0	0.16294
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41413|t__SGB41413	0.0	0.03039	0.39776	0.59666	0.52311	0.0	0.0	0.10062	0.0224	0.02992
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB75044|s__GGB75044_SGB102893|t__SGB102893	0.0	0.01657	0.1529	0.42238	0.2409	0.0	0.0	0.00502	0.31078	0.00663
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB63234|t__SGB63234	0.0	0.01459	0.0	0.01476	0.0	0.00961	0.0	0.00663	0.0137	0.00138
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB22635|s__GGB22635_SGB63107|t__SGB63107	0.0	0.01009	0.04036	0.00186	0.03383	0.00515	0.00641	0.00557	0.07767	0.01787
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB65123|t__SGB65123	0.0	0.00965	0.00187	0.0	0.0	0.00416	0.0	0.0	0.0	0.00401
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB28646|s__GGB28646_SGB102426|t__SGB102426	0.0	0.00933	0.0	0.0	0.0	0.00725	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB94989|t__SGB94989	0.0	0.00659	0.00567	0.00454	0.00754	0.00597	0.0	0.00474	0.00117	0.00765
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639|f__FGB9639|g__GGB28934|s__GGB28934_SGB41637|t__SGB41637	0.0	0.00586	0.0	0.00981	0.00242	0.0	0.0	0.00171	0.0	0.00124
k__Bacteria|p__Firmicutes|c__CFGB84435|o__OFGB84435|f__FGB84435|g__GGB32371|s__GGB32371_SGB41694|t__SGB41694	0.0	0.00548	0.01258	0.00928	0.01748	0.0047	0.00327	0.00275	0.0	0.00256
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium|t__SGB41701	0.0	0.00512	0.0	0.0	0.0	0.0	0.0	0.02263	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__GGB28436|s__GGB28436_SGB41019|t__SGB41019	0.0	0.00473	0.0018	0.00277	0.01076	0.00647	0.0	0.01099	0.00515	0.00018
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__GGB30295|s__GGB30295_SGB43259|t__SGB43259	0.0	0.00355	1.56769	1.11668	1.76518	0.0	0.0	0.01251	0.15973	0.08667
k__Bacteria|p__Firmicutes|c__CFGB73497|o__OFGB73497|f__FGB73497|g__GGB75048|s__GGB75048_SGB102485|t__SGB102485	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.04935	0.0	0.01186
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium|t__SGB102174	0.0	0.00295	0.00441	0.00279	0.00727	0.00955	0.00556	0.00317	0.0	0.01312
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_SGB41549|t__SGB41549	0.0	0.00231	3.82405	0.3945	5.0122	0.0	0.0	9e-05	0.23404	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28875|s__GGB28875_SGB41555|t__SGB41555	0.0	0.00207	0.00035	0.00027	0.01254	0.0083	0.0	0.0276	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512|f__FGB9512|g__GGB42343|s__GGB42343_SGB59511|t__SGB59511	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.00493	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30304|s__GGB30304_SGB43269|t__SGB43269	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.00977	0.0	0.03318
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_muris|t__SGB7269	0.0	0.00167	0.0	0.0	0.0	0.0	0.00165	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28926|s__GGB28926_SGB41623|t__SGB41623	0.0	0.0016	0.0	0.0	0.0	0.00094	0.00251	0.00412	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB40904	0.0	0.00113	0.0	0.0	0.00974	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB77567|o__OFGB77567|f__FGB77567|g__GGB113719|s__GGB113719_SGB156132|t__SGB156132	0.0	0.00096	0.00238	0.01385	0.01975	0.00283	0.00303	0.01259	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__GGB31184|s__GGB31184_SGB44478|t__SGB44478	0.0	0.00062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB93792	0.0	0.0	0.81567	1.27885	2.58084	0.0	0.0	0.0	1.62872	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838	0.0	0.0	0.22756	0.16026	0.53769	0.0	0.0	0.00302	0.07047	0.00385
k__Bacteria|p__Firmicutes|c__CFGB9617	0.0	0.0	0.01738	0.01822	0.02192	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9644	0.0	0.0	0.00163	0.00997	0.01567	0.0	0.0	0.00109	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792	0.0	0.0	0.81567	1.27885	2.58084	0.0	0.0	0.0	1.62872	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838	0.0	0.0	0.22756	0.16026	0.53769	0.0	0.0	0.00302	0.07047	0.00385
k__Bacteria|p__Firmicutes|c__CFGB9617|o__OFGB9617	0.0	0.0	0.01738	0.01822	0.02192	0.0	0.0	0.0	0.0	0.0
