gene_id,gene_name,cDC1_Tumor_1,cDC1_Tumor_2,cDC1_Tumor_3,cDC1_un_1,cDC1_un_2,cDC1_un_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSMUSG00000032252.15,Glce,1321,1354,1396,1789,1890,1679,1534.0071867153238,-0.7083850241294708,0.05458657013091752,7.556502049219437e-39,2.3611241641139263e-38,Down
ENSMUSG00000026037.15,Orc2,1924,2097,2354.999,886,991,975,1569.2159103724016,0.8337052324652083,0.06435078369179127,7.712565999303347e-39,2.4092327358541983e-38,Up
ENSMUSG00000029020.14,Mfn2,3479.999,3702,4200,1908,2206,1941,2832.187131593848,0.5888443574445263,0.045328916735159853,7.873628981998994e-39,2.4588763013406157e-38,Up
ENSMUSG00000029338.14,Antxr2,4277,4126,5015,7050,7362,6999,5955.034383568124,-0.9867906874328557,0.07634327445303835,7.977946682269609e-39,2.490776556620498e-38,Down
ENSMUSG00000036644.16,Tbc1d9b,4540,5425,6143,2604,2830,2565.001,4113.457998992082,0.6820967844006217,0.05259864693434413,8.970127513578209e-39,2.799781849372617e-38,Up
ENSMUSG00000037664.14,Cdkn1c,319,274,215,28,26.001,25,257.12445709634216,3.010763503269899,0.2383081570690423,9.01479879983348e-39,2.812960179850213e-38,Up
ENSMUSG00000029569.10,Tmem168,2857,3047,3244,1454,1549,1374.999,2608.7112218292186,0.7412569455228243,0.057210033096372286,9.254456754433772e-39,2.88695807962953e-38,Up
ENSMUSG00000002028.14,Kmt2a,2436,2886.001,3032,3889.999,4445,3492,3543.3134276158867,-0.8139621708126384,0.06288891584661208,9.516695172053845e-39,2.967957921257314e-38,Down
ENSMUSG00000098176.3,Ccdc166,92,80,64,241,321,276,155.16538661830975,-2.1011883800144404,0.16433395649991217,9.733681366207202e-39,3.03480486364804e-38,Down
ENSMUSG00000040139.15,9430038I01Rik,138,155,166,326.001,359,288.999,232.07867518765667,-1.388706262253957,0.10800953127980831,9.927567461616255e-39,3.0944152324033514e-38,Down
ENSMUSG00000027610.18,Gss,1514,1594.999,1870.999,686,727.001,638,1090.6332307792513,0.9513173207976358,0.0737171244934095,1.1350528043258936e-38,3.536990868948232e-38,Up
ENSMUSG00000023186.15,Vwa5a,11360,11593,10160,3677.001,4092,3829.999,15176.321745521936,1.1944762217094838,0.0928902243176691,1.2331156991753253e-38,3.8415267427103257e-38,Up
ENSMUSG00000052155.6,Acvr2a,610,637,753,219,261,169,437.0044552482096,1.2926542005314097,0.1006115520755203,1.2340536806044326e-38,3.843406133545077e-38,Up
ENSMUSG00000042903.9,Foxo4,1681,1824.001,2058,796,870,792,1171.3163449486367,0.8518510298617777,0.06596033757585117,1.262785125231607e-38,3.9318225577642476e-38,Up
ENSMUSG00000028439.15,Fam219a,1682,1891,2056.999,901,1041,893,1223.3602718423574,0.6670912288502862,0.051580277762135904,1.4526790915764817e-38,4.5218525368860774e-38,Up
ENSMUSG00000033004.17,Mycbp2,4027.999,4441.001,5046,6449.001,7088,5975.999,6156.870830450413,-0.8441835833425448,0.06541901432713407,1.469546623757987e-38,4.573117582821942e-38,Down
ENSMUSG00000026496.12,Parp1,4918,5248.001,5871,6385.999,6743,6387,5972.511890483547,-0.6012427385437326,0.04647643692081363,1.5589269502101542e-38,4.849948027435167e-38,Down
ENSMUSG00000024413.15,Npc1,4725.001,5663,6531,2658,2889,2571,3831.175318381282,0.7302814180256495,0.056533703858198496,1.5741969572728654e-38,4.896127751994668e-38,Up
ENSMUSG00000042298.19,Ttc19,673.001,731,780,294.001,271,238,456.4951961475655,1.1138444853039873,0.08667775515042848,1.6004587001084528e-38,4.97646012817367e-38,Up
ENSMUSG00000011114.19,Tbrg1,3962,4251.999,4740,4847.001,5275,4759,4940.746111155283,-0.5178490216478017,0.040020696397902004,1.7136950243553506e-38,5.327114229743501e-38,Down
ENSMUSG00000021371.6,Mcur1,1513.001,1620,1761,2023.001,2098,1963,2075.1876631961345,-0.6306623293793248,0.04884598950180941,2.0587387198094373e-38,6.397969342238638e-38,Down
ENSMUSG00000038855.11,Itpkb,3618,4004,4406,2257,2282,2124,3338.5257757536683,0.5291313038732338,0.04094350141349458,2.0758476302260277e-38,6.449393489687628e-38,Up
ENSMUSG00000032412.9,Atp1b3,9183.979,10003.874,11340.911,5722.994,6268.952,5933,7592.537980814784,0.44546538624752985,0.03444737976334828,2.110461065745496e-38,6.555159431418862e-38,Up
ENSMUSG00000025804.6,Ccr1,417.966,374,573,2106,2181,2197,1624.9017811816657,-2.5351687258849425,0.2010153101272096,2.207307361467823e-38,6.854113150820717e-38,Down
ENSMUSG00000055296.15,Tmem245,3379,3987.999,4006.001,1678,1828,1468,2481.5841667166555,0.8698677590714694,0.06762340585352096,2.353064212992301e-38,7.304740837467043e-38,Up
ENSMUSG00000030327.9,Necap1,1863,2025,2429.999,923,971,769,1385.8052518900363,0.9175193102185127,0.07138280228616739,2.393967439459106e-38,7.429710299272679e-38,Up
ENSMUSG00000025138.15,Sirt7,3648.105,3666,4055.171,4990,5593.501,4778,4279.366009212344,-0.7454433843842009,0.057863230774479246,2.39793113720322e-38,7.440000877736984e-38,Down
ENSMUSG00000029419.9,Ajm1,144,217,239,14,18,13,98.55242753115176,3.366165777610032,0.266947682543338,2.407635657591455e-38,7.46809299192941e-38,Up
ENSMUSG00000051977.17,Prdm9,112,112,119,318,376.999,308,289.10337640965616,-1.8369384398122306,0.14398226095051161,2.4715823174364984e-38,7.664374764008455e-38,Down
ENSMUSG00000046337.19,Fam178b,236,250,237,32,36,38,107.99804663692534,2.41464209458364,0.19115363519468692,2.5108858194131274e-38,7.784152771144963e-38,Up
ENSMUSG00000031600.12,Vps37a,1620,1746.001,1983,894,930,902,1372.0695754651388,0.6480484466109252,0.050276515349590004,2.641056584767217e-38,8.185493323314967e-38,Up
ENSMUSG00000003345.17,Csnk1g2,4999.001,5246,5911.999,6005,6482.999,5804.999,5508.355552154182,-0.4967266453463286,0.03848846756974524,2.7415090374155797e-38,8.494535422731544e-38,Down
ENSMUSG00000029428.14,Stx2,1364.999,1413,1536,1958.001,2150.999,1958.001,2015.0975814863855,-0.8042599275476204,0.06254805749995146,2.913175571893691e-38,9.024007308350486e-38,Down
ENSMUSG00000074406.6,Zfp628,884,924,1004,1160,1291,1187,1129.0813304888532,-0.686389538317367,0.053305465093297276,2.920008649507472e-38,9.042734445063189e-38,Down
ENSMUSG00000028496.18,Mllt3,1283.001,1422.001,1612,2142,2245.001,2137.001,1328.2706820458538,-0.9112572247966785,0.07097907460844292,2.9533779682474987e-38,9.143607228197904e-38,Down
ENSMUSG00000002997.16,Prkar2b,876,869,1008,1260,1485,1387.001,978.5985404505474,-0.897508529294457,0.06991596365997296,3.106773281288086e-38,9.615923878445038e-38,Down
ENSMUSG00000029168.15,Dpysl5,390,406,343,93,92,89,992.9298832713393,1.7217730646432672,0.13504240067320486,3.149161951624783e-38,9.744496548236965e-38,Up
ENSMUSG00000020152.8,Actr2,23253.999,23959,26616.001,29295,32464.999,30439,30259.46593500929,-0.6357584574835599,0.04937239237179434,3.189535005386956e-38,9.86676467318384e-38,Down
ENSMUSG00000025921.8,Rdh10,225,215,282,464,518,492,347.2194503859987,-1.3370337117731281,0.10474251108550098,3.4215554662432626e-38,1.0581664804436139e-37,Down
ENSMUSG00000048142.10,Nat8l,13,16,15,116,151,118,60.524235289160835,-3.4019872934875646,0.27021209572210625,3.4253112622855714e-38,1.0590427901137645e-37,Down
ENSMUSG00000051390.11,Zbtb22,1651,1702.867,1876.937,2133.912,2211,2211.952,2235.381879775613,-0.6427274311196101,0.049941118949187756,3.453863808445932e-38,1.0675832600911072e-37,Down
ENSMUSG00000047260.5,Emc6,1641,1631,1842,2081,2345,2006,1861.8267147884287,-0.6445339445113304,0.05008922240040484,3.532538349108146e-38,1.0916075851132627e-37,Down
ENSMUSG00000034488.15,Edil3,307.999,368,375,95,106,66,628.3019226807676,1.6382323351318757,0.12856503873829497,3.70487206549505e-38,1.144553293733647e-37,Up
ENSMUSG00000025395.16,Prim1,739,753,846.999,1038.999,1222,1100.001,777.3090664748038,-0.8351370412452529,0.06507094283222524,3.711572568374924e-38,1.1463148951761498e-37,Down
ENSMUSG00000070814.18,Zswim9,340.001,381.999,375,98.001,108.001,91.001,236.53831801932384,1.5494262128281346,0.12156543190905823,3.758852150309377e-38,1.1606049809626936e-37,Up
ENSMUSG00000021636.17,Marveld2,135,138,149,320,364.999,325.001,239.6198341122463,-1.5575858508096119,0.12222166595026022,3.8221262957520016e-38,1.179824630487103e-37,Down
ENSMUSG00000041765.7,Ubac2,1706,1863,1974,2278,2342,2183,2236.977053673289,-0.6120843997818853,0.04757851961826613,3.885245478118407e-38,1.1989861280632535e-37,Down
ENSMUSG00000075419.5,Dolk,846,998,1062,411,401,383,633.9707280382637,0.9525069344505784,0.07440568592568518,4.311553933299256e-38,1.3301873674388864e-37,Up
ENSMUSG00000020882.19,Cacnb1,407,433,374.001,86,86,76.001,824.9560888253368,1.9515302038836053,0.15368540382331405,4.342167549999839e-38,1.3392723603719622e-37,Up
ENSMUSG00000024127.16,Prepl,876,1016,1058.001,393.999,457,412.999,700.2479464918966,0.8966795506881321,0.07000618596499673,4.4891767249200795e-38,1.3842431882990674e-37,Up
ENSMUSG00000061306.17,Slc38a10,9246.001,10590,11836.001,5222,5729.998,5514,7753.511795598717,0.6177184631878168,0.04807098826378284,4.647236696915405e-38,1.4325964829712642e-37,Up
ENSMUSG00000027901.13,Dennd2d,303,292,364,639.999,665.999,531,322.96213687102534,-1.2440967253704815,0.09762056750648215,5.006247685211925e-38,1.5428540571467667e-37,Down
ENSMUSG00000025241.17,Fyco1,1849,2004.676,2159.692,955.456,1061.937,907.659,1595.322194241407,0.717733852054304,0.05594823935761009,5.114974145369723e-38,1.575939042427704e-37,Up
ENSMUSG00000024277.15,Mapre2,2553,2686,3006,3622,3802.999,3629,3237.5229549863416,-0.7388965064271186,0.05761603965295186,5.167388859008158e-38,1.5916611123388056e-37,Down
ENSMUSG00000053897.16,Slc39a8,42,31,39,155,199.999,203,104.51207555566471,-2.589721261917403,0.2066985009377625,5.399463841763307e-38,1.6626989352364721e-37,Down
ENSMUSG00000038774.10,Ascc3,1723,1863,2104,912,1026,910.001,1497.0710105823537,0.6749835826203281,0.05263749891215797,5.939243402447107e-38,1.828427131107242e-37,Up
ENSMUSG00000031370.13,Zrsr2,1225.001,1342,1569.999,1965.001,1980,1714.999,1611.2612996480998,-0.7694848337621571,0.06008254591092998,6.071299521424929e-38,1.8685803378322824e-37,Down
ENSMUSG00000016921.15,Srsf6,7679,8270,9586,10977,12253.999,9825,9341.935354242218,-0.6878922729790379,0.05367274472020455,6.3320194356163e-38,1.9483006210927647e-37,Down
ENSMUSG00000032068.15,Plet1,294,195,217,15,10,8,127.81801213427053,4.065751945390936,0.32053100497858605,6.619053743964678e-38,2.0360727067223786e-37,Up
ENSMUSG00000031575.19,Ash2l,2902.999,3192.999,3727,1578.001,1818.999,1676.001,2368.5312026413435,0.6283154778634769,0.04900579690139186,6.625386054496968e-38,2.0374747740703988e-37,Up
ENSMUSG00000047417.19,Rexo1,2534.995,2635,2864,2911.001,3256.001,3029.998,3305.434204118257,-0.5113296825872968,0.039846212180205766,6.924023950025047e-38,2.1287434275271117e-37,Down
ENSMUSG00000019518.12,Ap4m1,1142.001,1270,1362,1538.999,1797.001,1618,1414.1888259941682,-0.7072179981625983,0.05522436922480898,6.95649518360168e-38,2.138154020163225e-37,Down
ENSMUSG00000040385.8,Ppp1ca,14746.688,14690,17399.681,19730,21519.001,20453,18535.996476261662,-0.7138821484818432,0.055790975102929775,7.872774608494225e-38,2.419134889733454e-37,Down
ENSMUSG00000022718.13,Dgcr8,1348.001,1456.999,1641,1777.277,1863.321,1745.981,1667.4988759452672,-0.5948721893540659,0.046433269919895485,7.969905210756471e-38,2.448325883764488e-37,Down
ENSMUSG00000005949.10,Ctns,1248.999,1485,1737,563,663,582.001,937.0240349865192,0.9741865502467385,0.0764174671881246,8.130358122251621e-38,2.4969484439105473e-37,Up
ENSMUSG00000060373.17,Hnrnpc,9469.857,10053.84,11229.902,11390.925,12460.791,11631.845,11715.193078029584,-0.5242478632506485,0.040919990976317835,8.904806559247799e-38,2.734061329407553e-37,Down
ENSMUSG00000006717.8,Acot13,910,1067,1130,394,446,416,695.8693202737396,0.9779809760571367,0.07676505105445035,8.962587811084876e-38,2.751066448401166e-37,Up
ENSMUSG00000061479.16,Snrpa,3167.989,3202.984,3843.983,4146.994,4523.999,4309.996,3664.4706411198263,-0.6636341177800185,0.051883766724554546,9.212632098067219e-38,2.8270618488002642e-37,Down
ENSMUSG00000121503.1,H2-K2,817.164,951.328,873.744,325.595,346.918,299.859,991.8782481095624,1.1154226135475938,0.08774758699804336,9.492839221469979e-38,2.9122701784702047e-37,Up
ENSMUSG00000037628.11,Cdkn3,166,175.001,220,447,420,464.001,200.00514682669547,-1.5538185724235345,0.12261685425767511,9.588258273887837e-38,2.940757739290973e-37,Down
ENSMUSG00000085761.3,4930455G09Rik,474,486,618,135,178,176,310.7053673730017,1.3526887177444489,0.10665753560250363,9.67438405505312e-38,2.966380563529372e-37,Up
ENSMUSG00000020232.19,Hmg20b,2716.001,2963,3275.001,1430.001,1585,1413.999,2478.813392283308,0.6921813255727904,0.054157615787252124,9.926845236769153e-38,3.042978212862258e-37,Up
ENSMUSG00000010755.18,Cars1,1926,1890,2176.001,896,946.999,883,1318.5001881849041,0.8121760215410819,0.06364962942534033,1.0144017535039998e-37,3.1087203991156736e-37,Up
ENSMUSG00000007827.11,Ankrd26,484,589,592,153,172,147,320.2884073764303,1.4820230925577111,0.11698514556166771,1.0484039491917094e-37,3.212065781368303e-37,Up
ENSMUSG00000027330.17,Cdc25b,570.999,676.999,778,968.999,1110,1044.001,600.0918532502135,-0.9399200136661617,0.0738242252027475,1.0867202371882621e-37,3.3285698809370004e-37,Down
ENSMUSG00000093803.7,Ppp2r3d,1104,1177,1365.999,1654,1861.999,1576.999,1537.3545289754709,-0.7961264104800042,0.06240998520213945,1.101641789196677e-37,3.3733740440921173e-37,Down
ENSMUSG00000025198.17,Erlin1,3847.999,3811.001,4049,5649,6342.998,5693.999,5651.065395419304,-0.9021466487227678,0.0708300724835453,1.1150898497274043e-37,3.4136434935803207e-37,Down
ENSMUSG00000032560.15,Dnajc13,3532,4087,4323.999,1987,2307,1944.001,3204.0923497571325,0.6155283120169804,0.04816504383764092,1.1585017628102269e-37,3.5455958801572058e-37,Up
ENSMUSG00000028476.14,Reck,595,637,705,216,211,164,449.51923289106276,1.3783503896236806,0.10882241476686233,1.1660199773028638e-37,3.567654516218701e-37,Up
ENSMUSG00000006676.18,Usp19,9524,10461,12031.002,5965.001,6801.001,6074.002,8890.073511635,0.44258313221347273,0.03458317229454799,1.2021480761574335e-37,3.677215332582794e-37,Up
ENSMUSG00000045092.9,S1pr1,195,177,156,6,8,11,183.59225665609532,4.041353532730059,0.3199293140643213,1.2223200553309778e-37,3.7379230879801912e-37,Up
ENSMUSG00000007039.13,Ddah2,251,324,372,68,73,76,183.3132706422414,1.7748903341991586,0.14045958745285808,1.268443113824075e-37,3.877937240692719e-37,Up
ENSMUSG00000020024.8,Cep83,844,902,1071,1343,1402,1296,1326.02605492896,-0.8368898778751657,0.06570502068760221,1.290279083221759e-37,3.943645119147047e-37,Down
ENSMUSG00000019689.5,Fmc1,557,631,815,219,182,212,413.10412571935655,1.3623320806769834,0.10762663800507397,1.3116744545169793e-37,4.007971729967662e-37,Up
ENSMUSG00000003955.9,Fam162a,1802,1856,2421.001,838,916,912,1374.5324915487258,0.8571316400168266,0.06733353952867448,1.355759922551632e-37,4.141577863969244e-37,Up
ENSMUSG00000057948.13,Unc13d,2291.999,2313,2424,3721,4085,3652,3587.4271988924074,-1.0105999730232595,0.07957606319515977,1.3885809108423595e-37,4.240711329575217e-37,Down
ENSMUSG00000054676.18,1600014C10Rik,3365.001,3433,3664,1667,1828.001,1730.001,2395.459874814803,0.6812524213970237,0.05341004499585506,1.4100899841037379e-37,4.305254795922154e-37,Up
ENSMUSG00000121491.1,2700099C18Rik,128.999,134.476,155.013,336.243,349.498,288.847,178.68886176569742,-1.5212020451845112,0.12038381058951496,1.5427642344593045e-37,4.709080729477989e-37,Down
ENSMUSG00000090553.9,Snrpe,2579.534,2599.75,2965.892,3216.769,3513.839,3166.539,2934.0621181523293,-0.596799300913728,0.046772306400961944,1.5439943142535938e-37,4.711582968528838e-37,Down
ENSMUSG00000022661.15,Cd200,1592,1711,1493.001,473,505,525,2682.1256982382038,1.3474475170287545,0.10656387370512435,1.5787456065409594e-37,4.816348512197088e-37,Up
ENSMUSG00000019984.17,Med23,1359,1457.001,1568.999,675.999,758.999,702,1136.8801846975143,0.7142295857671882,0.0560574994067431,1.587216242502389e-37,4.840904146787499e-37,Up
ENSMUSG00000021947.12,Cryl1,551.999,630,647.001,877,988,868,617.2858789381368,-0.8908322502583227,0.07012445231666978,1.750646926520398e-37,5.337939101761479e-37,Down
ENSMUSG00000030397.12,Mark4,2416,2715,2911,1357.999,1485,1432,2162.4782281295757,0.588710760413268,0.0461749381668519,1.78146039705466e-37,5.430451218311298e-37,Up
ENSMUSG00000068250.14,Amn1,547.001,597.001,641,136,193,137,423.36313901292016,1.602526044397963,0.126983094298792,1.807283557057165e-37,5.507706232931907e-37,Up
ENSMUSG00000037426.19,Depdc5,2325.001,2503,2289,933,1014.001,1008.998,2481.4935704052464,0.9468267939697212,0.0746141720436059,1.8347554405291812e-37,5.5899434129998904e-37,Up
ENSMUSG00000001962.9,Fam50a,1719.999,1769,2020,2317,2361,2314,2106.392608521644,-0.6614064932599177,0.051931869435260326,1.868137027246158e-37,5.690137263625367e-37,Down
ENSMUSG00000068154.6,Insm1,173,168,146,12,21,21,457.73528493027317,2.8150590552343684,0.22720154322550917,2.012672891091724e-37,6.128751739168991e-37,Up
ENSMUSG00000034075.11,Zdhhc5,4009,4281,4448,2125.001,2245,2130,3539.5215546992486,0.6497547285573445,0.05103721198625041,2.035024282052753e-37,6.195170686853595e-37,Up
ENSMUSG00000002329.8,Mdp1,1411,1470,1555.999,1876,2116,1742,1582.201582817737,-0.6818427939239589,0.05358083385197206,2.0594462723598767e-37,6.2678562272749706e-37,Down
ENSMUSG00000030759.17,Far1,3765,4035,4484.998,5033,5541,5137.001,5016.964788653613,-0.6710357978979116,0.052754728856023524,2.2565828072937794e-37,6.86601493803775e-37,Down
ENSMUSG00000014769.11,Psmb1,6808,6931.998,7680.995,7827.997,8594,7882.999,7628.522592933632,-0.49815795730818907,0.03909494178698071,2.257585806294553e-37,6.867247102961683e-37,Down
ENSMUSG00000030105.9,Arl8b,4936,5434,6298,3034,3188,3047,4525.501248738426,0.5215268548602592,0.04093967860900569,2.2741539813213357e-37,6.915813074023543e-37,Up
ENSMUSG00000014418.17,Hps5,3260,3510.001,4208,4471.999,5156,4198.999,3568.8727723875877,-0.65001327066542,0.05109574221180038,2.297856271113113e-37,6.986042775004468e-37,Down
ENSMUSG00000023087.17,Noct,365,368,448.999,114,133,95,270.2371792246178,1.4527766841264769,0.11523504149837129,2.331731371672551e-37,7.087154934069852e-37,Up
ENSMUSG00000006057.17,Atp5mc1,4161.612,4300.464,5002.437,2321.446,2666.744,2474.637,3488.5735052818336,0.5293376671793417,0.04158266554600495,2.525963604635311e-37,7.67548030484977e-37,Up
ENSMUSG00000039810.12,Zc3h10,1338,1383,1543,1719.001,1886,1820.999,1827.786542388862,-0.6636459294342211,0.05220909276234701,2.553526483617408e-37,7.757181114121348e-37,Down
ENSMUSG00000022516.11,Nudt16l1,2545,2626.001,3101,1339.001,1491.999,1400,2012.449223245753,0.6431623262525287,0.05058806710504116,2.568827927763714e-37,7.80160039526864e-37,Up
ENSMUSG00000002660.9,Clpp,1597,1721,2036,840,940,838,1266.9910567266822,0.706591439188308,0.05562019274008408,2.5916256863473293e-37,7.868756678034473e-37,Up
ENSMUSG00000048234.14,Rnf149,2096.535,2352.851,2739.353,1130.58,1348.431,1142.422,1784.3632676376674,0.6647106924858805,0.05230875537359581,2.677636212481965e-37,8.12775485803077e-37,Up
ENSMUSG00000027544.17,Nfatc2,4686,5091,5834.001,5627.001,6227.001,5545,4521.895948949522,-0.47562490467612484,0.037359517490797446,2.696250911093384e-37,8.182095457739252e-37,Down
ENSMUSG00000087598.10,Zfp111,444.858,486.29,515.176,129,147.925,161.905,334.47510386642665,1.3843429433693129,0.10991721719332867,2.8827117979782738e-37,8.745622080894192e-37,Up
ENSMUSG00000030742.8,Lat,142.001,171,189,12,12,9,86.45649857310555,3.5601794887746507,0.2857819492693651,2.9223778739018385e-37,8.863619948762496e-37,Up
ENSMUSG00000042249.12,Grk3,2751,2805,2633.999,5379.001,5945,4574,6651.025191432331,-1.251003955920422,0.09925644850132907,2.9723755377729772e-37,9.012883100144468e-37,Down
ENSMUSG00000047694.13,Yipf6,1568.999,1766,1969,778,905,722,1199.824573322313,0.8161229476156412,0.06441070899423379,3.159742462503503e-37,9.57849068028715e-37,Up
ENSMUSG00000079426.14,Arpc4,13659.257,13152.455,15490.081,17588.945,19117.466,18264.596,17312.913823235573,-0.69289855047272,0.054614788904195785,3.2991079248574032e-37,9.99832575907563e-37,Down
ENSMUSG00000025068.9,Gsto1,2698,2602,2759,3565.999,3797,3287,3676.1018109262413,-0.7116010627137931,0.05610409648881543,3.3254544027365248e-37,1.0075512640270056e-36,Down
ENSMUSG00000028559.18,Osbpl9,4373.548,4623.406,5146.915,4946.932,5271.176,5071.663,5022.24644276933,-0.43138817255249895,0.03393067900826813,3.581326775653693e-37,1.084789642965744e-36,Down
ENSMUSG00000078945.11,Naip2,595.709,625.156,698.97,867.311,959.972,898.384,724.0821879948066,-0.8189445754221704,0.06468765980103633,3.595573899093273e-37,1.0888179083145584e-36,Down
ENSMUSG00000029432.13,Nipsnap2,3019,3367.999,3826,1715.999,1731.001,1701,2492.499441429783,0.6613998526154198,0.05214701121722696,3.6636531120618306e-37,1.1091412782970209e-36,Up
ENSMUSG00000028990.14,Lzic,1140.999,1205,1377,582,597.001,589.999,939.076214742406,0.7478660187477375,0.05903040674164523,3.7191404338460186e-37,1.1256428466487568e-36,Up
ENSMUSG00000006463.14,Zdhhc24,727,780.001,867.999,346,355,317,603.0644122863764,0.8954024903087895,0.07082803777589083,3.802351002317491e-37,1.1505242835207314e-36,Up
ENSMUSG00000056167.9,Cnot10,1749.999,1850,2158,2414,2624,2339,2051.7669098479855,-0.6744473728416944,0.053228648301945944,4.201527500062606e-37,1.2709731370710987e-36,Down
ENSMUSG00000027176.9,Cstf3,1527,1716,1770,805.999,900.999,764,1535.6343778530925,0.6989258353635647,0.055194069291636554,4.426738230586769e-37,1.3387473031821931e-36,Up
ENSMUSG00000022439.10,Parvg,4457,4028.001,5528,15022,16012.998,14985,8548.596369990031,-2.0069751993008906,0.16052965749902945,4.594341521071083e-37,1.3890685541458465e-36,Down
ENSMUSG00000064061.14,Dzip3,750,912,917.001,309,351,263,604.8784447061545,1.1532868834511942,0.09167658848437646,4.7175820530372285e-37,1.4259540593584231e-36,Up
ENSMUSG00000024208.17,Uqcc2,1588,1635,1854,802,872,832,1256.4238760257178,0.6950560160285608,0.05491023342592574,4.75382111731254e-37,1.4365296813184183e-36,Up
ENSMUSG00000022205.16,Sub1,12103,11928.999,14152,20868,21893,22203,22386.27633229309,-1.0780991852792063,0.08562960529774226,4.814475156706596e-37,1.4544756175864732e-36,Down
ENSMUSG00000032637.16,Atxn2l,10037,10569.001,11854,11378.001,12454.999,11254.001,12395.686580472066,-0.43021642948570743,0.03390060963598644,4.830620650649324e-37,1.4589694090322512e-36,Down
ENSMUSG00000018899.18,Irf1,7658,7635,6912.999,2498.998,2840,2436.999,12479.50546584427,1.1955472386856738,0.09509733631176853,4.851942528458707e-37,1.465023824724989e-36,Up
ENSMUSG00000026436.16,Elk4,1366,1585.001,1768,2205.999,2322,1931,1806.9524083194585,-0.7690569255616332,0.06082122782663147,4.8711211840364595e-37,1.4704280903336137e-36,Down
