taxon	meanAL	meanIF	meanRA	prev	log2FC	p	padj
Paenibacillus durus	6.76633046174218e-06	1.97856079365743e-06	4.3724456276998e-06	5	-1.38261769065596	0.265205392591507	0.92635030759604
Paenibacillus guangzhouensis	1.44446140877859e-05	8.80452200250048e-06	1.16245680451432e-05	5	-0.655584621134491	0.265205392591507	0.92635030759604
Paenibacillus naphthalenovorans	3.77394041185007e-06	1.49088873019685e-06	2.63241457102346e-06	5	-0.938519982079197	0.265205392591507	0.92635030759604
Pantoea sp. GABEPS69	9.66342756159317e-06	3.77336657250021e-06	6.71839706704669e-06	5	-1.15959220221169	0.265205392591507	0.92635030759604
Pectobacterium parmentieri	9.00760912101686e-06	4.38199044470821e-06	6.69479978286254e-06	5	-0.894885611972333	0.265205392591507	0.92635030759604
Pectobacterium zantedeschiae	5.95598704445272e-06	1.52219796186979e-06	3.73909250316126e-06	5	-1.46357373149556	0.265205392591507	0.92635030759604
Polaribacter sp. SA4-12	3.67122905797692e-06	1.52219796186979e-06	2.59671350992335e-06	5	-0.889120676612209	0.265205392591507	0.92635030759604
Prescottella agglutinans	4.03258832928775e-06	1.63979080844148e-06	2.83618956886461e-06	5	-0.930876981762599	0.265205392591507	0.92635030759604
Pseudomonas sp. 7SR1	4.06084172762241e-06	1.87497650158486e-06	2.96790911460363e-06	5	-0.815827191977337	0.265205392591507	0.92635030759604
Rhizobium sullae	7.99465540692801e-06	2.59355166813928e-06	5.29410353753365e-06	5	-1.32365758233454	0.265205392591507	0.92635030759604
Rhodococcus globerulus	1.80076165573555e-06	4.68644110058561e-06	3.24360137816058e-06	5	1.02170679848756	0.265205392591507	0.92635030759604
Silvimonas soli	2.2257271346672e-06	4.60492237134253e-06	3.41532475300487e-06	5	0.797069986117712	0.265205392591507	0.92635030759604
Sphingobium phenoxybenzoativorans	4.47890201619354e-06	1.48735983067899e-06	2.98313092343627e-06	5	-1.13927157469101	0.265205392591507	0.92635030759604
Stenotrophomonas sp. JC08	7.11261974626774e-06	2.22124599773777e-06	4.66693287200275e-06	5	-1.33254902856083	0.265205392591507	0.92635030759604
Streptomyces malaysiensis	5.7172783496834e-06	1.95952680862606e-06	3.83840257915473e-06	5	-1.18251028698063	0.265205392591507	0.92635030759604
Streptomyces sp. NBC_00448	1.23579796067117e-05	4.06671677206645e-06	8.21234818938907e-06	5	-1.39857872679797	0.265205392591507	0.92635030759604
Streptomyces sp. NBC_01166	5.91779446471913e-06	2.28155060280825e-05	1.43666502464008e-05	5	1.7835171477782	0.265205392591507	0.92635030759604
Sulfuricystis multivorans	3.9689485300872e-06	1.16402767170981e-06	2.5664881008985e-06	5	-1.19922165086577	0.265205392591507	0.92635030759604
Synechococcus sp. M16CYN	4.29188197644028e-06	1.69996511656682e-06	2.99592354650355e-06	5	-0.970840118059307	0.265205392591507	0.92635030759604
Tepidimonas taiwanensis	6.69886338253389e-06	4.22118451436244e-06	5.46002394844817e-06	5	-0.560268326244185	0.265205392591507	0.92635030759604
Thalassolituus hydrocarboniclasticus	6.57006830258954e-06	2.02511456596729e-06	4.29759143427842e-06	5	-1.32331653669014	0.265205392591507	0.92635030759604
Undibacterium sp. CCC3.4	9.02980506674464e-06	3.14729298514792e-06	6.08854902594628e-06	5	-1.27405169184906	0.265205392591507	0.92635030759604
Vibrio fluvialis	4.64421542470418e-06	1.23261920987456e-05	8.48520376172489e-06	5	1.23941963756553	0.265205392591507	0.92635030759604
Acetobacterium woodii	1.62998036230547e-05	1.0209128183158e-05	1.32544659031064e-05	7	-0.626081587912201	0.290346833660764	0.92635030759604
Anaeromyxobacter paludicola	1.96934437172966e-05	3.34354473769185e-05	2.65644455471075e-05	7	0.734720667775222	0.290346833660764	0.92635030759604
Aquipseudomonas alcaligenes	1.20486908730113e-05	4.7464719107347e-06	8.39758139187301e-06	7	-1.183156694196	0.290346833660764	0.92635030759604
Arthrobacter sp. PAMC25564	6.44189567602939e-06	4.05949394517572e-06	5.25069481060255e-06	7	-0.556677073663688	0.290346833660764	0.92635030759604
Burkholderia cepacia	1.26799782590112e-05	6.4188238348821e-06	9.54940104694666e-06	7	-0.882803549239823	0.290346833660764	0.92635030759604
Comamonas aquatica	1.59567781935259e-05	7.61260173324637e-06	1.17846899633861e-05	7	-0.977341057952852	0.290346833660764	0.92635030759604
Corynebacterium pyruviciproducens	1.07783194042686e-05	5.82978012553796e-06	8.30404976490329e-06	7	-0.78622266316193	0.290346833660764	0.92635030759604
Faecalibacterium hominis (ex Afrizal et al. 2022)	3.00582673517712e-05	1.14377071457346e-05	2.07479872487529e-05	7	-1.32025679486476	0.290346833660764	0.92635030759604
Fontivita pretiosa	1.01166237503072e-05	3.3400022546126e-06	6.72831300245989e-06	7	-1.35695099383655	0.290346833660764	0.92635030759604
Geobacillus sp. 46C-IIa	2.22169743068565e-05	9.88734764613851e-06	1.60521609764975e-05	7	-1.092527438512	0.290346833660764	0.92635030759604
Haladaptatus caseinilyticus	8.14307581987321e-06	4.0849693716396e-06	6.1140225957564e-06	7	-0.846440499313585	0.290346833660764	0.92635030759604
Ilyobacter polytropus	6.72000597279032e-06	4.58386766725596e-06	5.65193682002314e-06	7	-0.467337212322299	0.290346833660764	0.92635030759604
Levyella massiliensis	1.04866098998417e-05	4.84066029406771e-06	7.66363509695472e-06	7	-0.975749689115166	0.290346833660764	0.92635030759604
Marinifilum sp.	6.15988580965042e-06	3.06973202613581e-06	4.61480891789311e-06	7	-0.815002776139946	0.290346833660764	0.92635030759604
Methylobacterium indicum	1.01150934697197e-05	4.43045759337525e-06	7.27277553154748e-06	7	-1.0333744045509	0.290346833660764	0.92635030759604
Microbacterium aurantiacum	6.55728515590478e-06	3.19481630415184e-06	4.87605073002831e-06	7	-0.849260425666487	0.290346833660764	0.92635030759604
Mycolicibacter minnesotensis	7.08998762656825e-06	3.36360096163755e-06	5.2267942941029e-06	7	-0.890618318579293	0.290346833660764	0.92635030759604
Nitrospira sp. Kam-Ns4a	6.159755208364e-06	3.03788688017743e-06	4.59882104427071e-06	7	-0.82630976797092	0.290346833660764	0.92635030759604
Novibacillus thermophilus	6.8734240344563e-06	3.44398217688301e-06	5.15870310566966e-06	7	-0.825138148072364	0.290346833660764	0.92635030759604
Paenibacillus sp. YPG26	6.270795902225e-06	2.85357104303976e-06	4.56218347263238e-06	7	-0.915917310096796	0.290346833660764	0.92635030759604
Pandoravirus quercus	5.99667518094259e-06	3.69665343176364e-06	4.84666430635311e-06	7	-0.575036376030778	0.290346833660764	0.92635030759604
Paracoccus sp. TOH	1.68568791909504e-05	9.42706901335093e-06	1.31419741021507e-05	7	-0.77614628381685	0.290346833660764	0.92635030759604
Pseudomonas migulae	1.38392283453798e-05	6.90221330829315e-06	1.03707208268365e-05	7	-0.90908737700962	0.290346833660764	0.92635030759604
Pseudosulfitobacter pseudonitzschiae	1.57554217796039e-05	6.81768553513528e-06	1.12865536573696e-05	7	-1.09981454478081	0.290346833660764	0.92635030759604
Salicibibacter cibarius	7.51865672179677e-06	3.3939872264769e-06	5.45632197413683e-06	7	-0.955095278891476	0.290346833660764	0.92635030759604
Sediminicurvatus halobius	9.21844535741467e-06	5.90365411946824e-06	7.56104973844145e-06	7	-0.565743629314638	0.290346833660764	0.92635030759604
Segniliparus rotundus	5.03588412011047e-06	1.12109507730923e-05	8.12341744660139e-06	7	1.01653852262776	0.290346833660764	0.92635030759604
Shinella yambaruensis	2.20042884949313e-05	8.91166817438661e-06	1.5457978334659e-05	7	-1.21470304122626	0.290346833660764	0.92635030759604
Simiduia agarivorans	8.29282644645962e-06	3.87089307047949e-06	6.08185975846955e-06	7	-0.931931151822992	0.290346833660764	0.92635030759604
Streptomyces lavendulae	7.01227074497271e-06	3.39016469223931e-06	5.20121771860601e-06	7	-0.867936110595866	0.290346833660764	0.92635030759604
Streptomyces sp. NBC_00645	1.73003283560809e-05	1.05717189046746e-05	1.39360236303777e-05	7	-0.66126635102458	0.290346833660764	0.92635030759604
Sulfuricaulis limicola	1.50224582202265e-05	5.29234554422009e-06	1.01574018822233e-05	7	-1.3484257042706	0.290346833660764	0.92635030759604
Synechococcus sp. CCFWC 502	3.08149978822396e-05	1.22461051386119e-05	2.15305515104258e-05	7	-1.26413881103146	0.290346833660764	0.92635030759604
Tardiphaga sp. 768_D3_N2_1	3.49938695640676e-05	1.761606346682e-05	2.63049665154438e-05	7	-0.951203174886177	0.290346833660764	0.92635030759604
Thermococcus profundus	1.84177244570422e-05	8.17390079050069e-06	1.32958126237714e-05	7	-1.08176693187866	0.290346833660764	0.92635030759604
Thermoflavifilum sp.	5.14161380562767e-06	2.68269673406174e-06	3.9121552698447e-06	7	-0.737855198410636	0.290346833660764	0.92635030759604
Usitatibacter palustris	6.77642283683157e-06	3.90688242714412e-06	5.34165263198784e-06	7	-0.664299962791599	0.290346833660764	0.92635030759604
Candidatus Endoriftia persephonae	1.69582459448269e-05	6.17790118344413e-06	1.15680735641355e-05	8	-1.32301247590357	0.294801991933705	0.92635030759604
Clostridium sp. HCS.1	2.0673928040159e-05	1.21713352970922e-05	1.64226316686256e-05	8	-0.718559029666314	0.294801991933705	0.92635030759604
Companilactobacillus paralimentarius	1.40677661305318e-05	6.85930712852172e-06	1.04635366295268e-05	8	-0.938991510113759	0.294801991933705	0.92635030759604
Desulfuromonas sp. DDH964	1.43342473849414e-05	6.85437548861146e-06	1.05943114367764e-05	8	-0.965188885236611	0.294801991933705	0.92635030759604
Geothrix sp. PMB-07	1.055787472491e-05	5.53896915376252e-06	8.04842193933625e-06	8	-0.821741015031385	0.294801991933705	0.92635030759604
Herbaspirillum huttiense	1.22483932939993e-05	6.21769818760886e-06	9.23304574080407e-06	8	-0.87620668422156	0.294801991933705	0.92635030759604
Leptolyngbya sp. BL0902	9.4529387227799e-06	5.26638849865188e-06	7.35966361071589e-06	8	-0.738202475677017	0.294801991933705	0.92635030759604
Megasphaera sueciensis	1.70460855458783e-05	8.25042916720684e-06	1.26482573565426e-05	8	-0.964093724730642	0.294801991933705	0.92635030759604
Myxococcus sp. SDU36	1.26665313707164e-05	6.4375859897606e-06	9.5520586802385e-06	8	-0.877740778428375	0.294801991933705	0.92635030759604
Petrocella atlantisensis	6.74933350245604e-06	3.35283724291781e-06	5.05108537268693e-06	8	-0.832116156459193	0.294801991933705	0.92635030759604
Pseudomonas mediterranea	1.23913360020258e-05	6.40479027639598e-06	9.39806313921088e-06	8	-0.854769119774986	0.294801991933705	0.92635030759604
Sphingomonas flavalba	1.17046832302003e-05	6.99179547349796e-06	9.34823935184912e-06	8	-0.668768837498993	0.294801991933705	0.92635030759604
Sporosarcina sp. ITBMC105	1.08645240098056e-05	5.35350393808359e-06	8.10901397394461e-06	8	-0.90102986413297	0.294801991933705	0.92635030759604
Streptomyces sp. NBC_01358	0.000121862537047056	7.18905494293835e-05	9.68765432382196e-05	8	-0.75324139939464	0.294801991933705	0.92635030759604
Tundrisphaera macrotermitis	8.19276338334193e-06	4.97130003748779e-06	6.58203171041486e-06	8	-0.622453545861487	0.294801991933705	0.92635030759604
[Clostridium] colinum	2.12612983040264e-05	1.40545048792967e-05	1.76579015916616e-05	8	-0.56434247402798	0.294801991933705	0.92635030759604
Acetobacter vaccinii	1.76203669134299e-05	8.51392774618944e-06	1.30671473298097e-05	9	-0.968768527549127	0.30952380952381	0.92635030759604
Acidaminobacterium chupaoyuni	6.6080835348615e-05	4.74768228392444e-05	5.67788290939297e-05	10	-0.468605506721086	0.30952380952381	0.92635030759604
Acidaminococcus fermentans	4.7891732095354e-05	3.48086811777841e-05	4.1350206636569e-05	10	-0.44928113120124	0.30952380952381	0.92635030759604
Actinomyces procaprae	5.58480069957215e-05	6.83161385555029e-05	6.20820727756122e-05	10	0.286081516155676	0.30952380952381	0.92635030759604
Aeromonas simiae	2.71120430161188e-05	3.76737660622106e-05	3.23929045391647e-05	10	0.460166957285409	0.30952380952381	0.92635030759604
Agathobaculum massiliense	0.00047535585850314	0.000334791505041915	0.000405073681772527	10	-0.504473999128491	0.30952380952381	0.92635030759604
Alicyclobacillus cycloheptanicus	8.33025762048506e-06	5.3464195348958e-06	6.83833857769043e-06	10	-0.555974021441562	0.30952380952381	0.92635030759604
Allobaculum mucilyticum	4.62494859289573e-05	4.66544184948676e-05	4.64519522119125e-05	10	0.0123113533306635	0.30952380952381	0.92635030759604
Aminipila luticellarii	0.000393673933224544	0.000155003239818896	0.00027433858652172	10	-1.33908524685813	0.30952380952381	0.92635030759604
Anoxybacterium hadale	5.19209114493425e-05	3.42307152841138e-05	4.30758133667282e-05	9	-0.587004143203522	0.30952380952381	0.92635030759604
Aquihabitans sp. McL0605	2.55425705697974e-05	1.6523075591454e-05	2.10328230806257e-05	10	-0.599052084082346	0.30952380952381	0.92635030759604
Aquirufa antheringensis	1.48265117646772e-05	6.82838302406804e-06	1.08274473943726e-05	9	-1.01555706352562	0.30952380952381	0.92635030759604
Arcanobacterium hippocoleae	2.3549072241299e-05	1.24914029054157e-05	1.80202375733573e-05	9	-0.863628128297702	0.30952380952381	0.92635030759604
Aristaeella hokkaidonensis	0.000124952930540813	7.46327682410963e-05	9.97928493909545e-05	10	-0.735801360384158	0.30952380952381	0.92635030759604
Aristaeella lactis	0.000130015709978354	8.51051756607602e-05	0.000107560442819557	10	-0.605567950719697	0.30952380952381	0.92635030759604
Azoarcus sp. CIB	1.3910708672906e-05	7.9645205052409e-06	1.09376145890735e-05	9	-0.734050504026382	0.30952380952381	0.92635030759604
Azospirillum argentinense	3.5691224225787e-05	2.38865992961423e-05	2.97889117609646e-05	10	-0.560065939412779	0.30952380952381	0.92635030759604
Bacteroides fragilis	8.81879717927291e-05	5.34643137591823e-05	7.08261427759557e-05	10	-0.711537903008172	0.30952380952381	0.92635030759604
Bacteroides stercoris	0.000109739935448013	6.99934889287119e-05	8.98667121883624e-05	10	-0.641416965028911	0.30952380952381	0.92635030759604
Barnesiella viscericola	0.000197778230540034	0.000268919787293234	0.000233349008916634	10	0.441370974939583	0.30952380952381	0.92635030759604
Bdellovibrio bacteriovorus	2.38402695032874e-05	1.58901141921543e-05	1.98651918477209e-05	10	-0.556501744022	0.30952380952381	0.92635030759604
Bifidobacterium fermentum	1.05432588094579e-05	5.9533173504465e-06	8.24828807995222e-06	9	-0.731277231767052	0.30952380952381	0.92635030759604
Bifidobacterium thermophilum	1.3835196319877e-05	9.32323080157095e-06	1.1579213560724e-05	10	-0.523129465369621	0.30952380952381	0.92635030759604
Blautia sp. SC05B48	0.000193004434384751	0.000108805331339572	0.000150904882862162	10	-0.82114152595092	0.30952380952381	0.92635030759604
Bradymonas sediminis	1.07965139023491e-05	7.23401617126159e-06	9.01526503680535e-06	10	-0.518692391160903	0.30952380952381	0.92635030759604
Brenneria izadpanahii	3.5230659374722e-05	2.21017984468162e-05	2.86662289107691e-05	10	-0.649205894091379	0.30952380952381	0.92635030759604
Brevibacillus sp. WF146	1.39685649948639e-05	1.05826773068634e-05	1.22756211508636e-05	10	-0.369967152636995	0.30952380952381	0.92635030759604
Butyrivibrio fibrisolvens	0.000260519807438431	0.00015600099390887	0.00020826040067365	10	-0.736146527680694	0.30952380952381	0.92635030759604
Caldinitratiruptor microaerophilus	3.53397526709175e-05	4.61130086392664e-05	4.07263806550919e-05	10	0.374576864936441	0.30952380952381	0.92635030759604
Candidatus Electrothrix sp. GW3-4	4.36993260005717e-05	2.69822194089822e-05	3.53407727047769e-05	10	-0.675742683515437	0.30952380952381	0.92635030759604
Candidatus Poriferisocius sp.	8.27461648276763e-05	6.39361805580866e-05	7.33411726928815e-05	10	-0.367000593350557	0.30952380952381	0.92635030759604
Caproicibacterium sp. BJN0003	6.16392362963967e-05	2.986935786424e-05	4.57542970803184e-05	10	-1.02089115053336	0.30952380952381	0.92635030759604
Caulobacter mirabilis	1.19698895456042e-05	7.04634552409123e-06	9.50811753484772e-06	9	-0.688760597093482	0.30952380952381	0.92635030759604
Cellulomonas iranensis	1.69189800496346e-05	1.25006362108651e-05	1.47098081302498e-05	10	-0.408461126193235	0.30952380952381	0.92635030759604
Chitinophaga agri	1.26990984472484e-05	5.59634209854745e-06	9.14772027289793e-06	9	-1.05434282428937	0.30952380952381	0.92635030759604
Clostridium sp. BJN0013	1.6885316372739e-05	1.07522402049639e-05	1.38187782888515e-05	10	-0.60583984967539	0.30952380952381	0.92635030759604
Clostridium sp. MD294	0.00352820969227315	0.00191823782445702	0.00272322375836508	10	-0.878811656392761	0.30952380952381	0.92635030759604
Cohnella candida	2.83347253380887e-05	1.24098687646844e-05	2.03722970513865e-05	10	-1.12931436565994	0.30952380952381	0.92635030759604
Comamonas endophytica	2.26580331921608e-05	1.58740221728297e-05	1.92660276824953e-05	9	-0.487526238053959	0.30952380952381	0.92635030759604
Corallococcus sp. EGB	1.46668448004049e-05	9.19398272262134e-06	1.19304137615131e-05	10	-0.619996846571558	0.30952380952381	0.92635030759604
Coriobacterium glomerans	1.85464104898805e-05	1.16370473523206e-05	1.50917289211005e-05	10	-0.629244277786385	0.30952380952381	0.92635030759604
Corynebacterium tuberculostearicum	4.98690085816535e-05	2.05409481040305e-05	3.5204978342842e-05	10	-1.23970522676786	0.30952380952381	0.92635030759604
Desulfitobacterium dehalogenans	1.73499844092805e-05	8.36297739045861e-06	1.28564808998696e-05	10	-0.970739558007955	0.30952380952381	0.92635030759604
Desulforamulus ruminis	2.51634135062886e-05	1.7612657111184e-05	2.13880353087363e-05	10	-0.491266752865193	0.30952380952381	0.92635030759604
Desulfovibrio fairfieldensis	5.21238714026036e-05	2.97217997238878e-05	4.09228355632457e-05	10	-0.790097553400999	0.30952380952381	0.92635030759604
Desulfuromonas versatilis	3.37832445121006e-05	2.05429594134126e-05	2.71631019627566e-05	10	-0.691176060318603	0.30952380952381	0.92635030759604
Dysosmobacter sp. Phy	0.00647001957030486	0.00452232880536707	0.00549617418783597	10	-0.516608169619256	0.30952380952381	0.92635030759604
Dysosmobacter welbionis	0.0152960446143908	0.0102132602672355	0.0127546524408131	10	-0.582668225864804	0.30952380952381	0.92635030759604
Eisenbergiella porci	0.00349144832576149	0.00211102375921596	0.00280123604248873	10	-0.725612705299231	0.30952380952381	0.92635030759604
