gene_id	gene_name	A	B	C	J_896	J_897	J_899	J_902	J_904	J_905	J_909	J_910	J_912
ENSMUSG00000001496.16	Nkx2-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001497.19	Pax9	18	7	14	33	21	37	9	22	25	5	21	22
ENSMUSG00000001504.11	Irx2	15	12	17	19.999	28.001	38	1	29	12	10	34	13
ENSMUSG00000001506.11	Col1a1	56509.19	65742	56933	39024	55778	62535	23808	40232	28966	58275	42843	20002
ENSMUSG00000001507.17	Itga3	93	114	110	72	127	127.001	64	71	112	137.001	60	91
ENSMUSG00000001508.16	Sgca	2103.001	1344.001	1235.001	1643	2199	1821	708	1465	1470	1055	1084	2285
ENSMUSG00000001510.9	Dlx3	0	1	2	0	0	1	1	0	2	1	3	0
ENSMUSG00000001517.15	Foxm1	321	421.999	161	67	99	140.985	113	100	230	539.999	215	94
ENSMUSG00000001518.13	Itfg2	302	253	218.999	204.999	336.999	327.999	187	237.001	238.999	236.999	251	251
ENSMUSG00000001520.13	Nrip2	40	18	34	31	36	68	32	23	23	13	35.999	40
ENSMUSG00000001521.13	Tulp3	612	592	561	380	480	550	315	448	453	565	600	352
ENSMUSG00000001524.15	Gtf2h4	265.999	289	221	233	262	242	228.999	241.999	205	326	228	278.999
ENSMUSG00000001525.11	Tubb5	12173	11876	7866.001	5371	8119	9362	7225	8278.001	10540.001	16326	10929.001	6719.001
ENSMUSG00000001542.8	Ell2	1809	1986.001	1736	979	1507	1485	1510	1514.999	1521.999	2186	1327	1401.999
ENSMUSG00000001552.15	Jup	1675.999	1377	952	784	1330.001	1183	643	924	1001	1170	958	1225
ENSMUSG00000001555.11	Fkbp10	1180.001	1476	1383	737	976	1070	488	935	1055	1692	1386	671.999
ENSMUSG00000001558.6	Klhl10	10	5	3	0	7	8	7	8	6	11	6	5
ENSMUSG00000001566.11	Mnx1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001569.11	Nom1	1156	1011	996	501	780	900	650	853	852	1065	782	637
ENSMUSG00000001576.16	Ergic1	2366.999	2418.999	2076	1491	2083.001	2208.999	2127	2109.999	2551.001	2702.999	2123	1606
ENSMUSG00000001583.14	Tnk1	4	12	3	22	29	22	9	13	18	13	16	8
ENSMUSG00000001588.13	Acap1	147.999	159	104	103	94	112	84	103	102	195	150	72
ENSMUSG00000001604.15	Tcea3	2115	1557	1635	1817	3048	2489	855	1947	2164	1165	1564	2614
ENSMUSG00000001622.16	Csn3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001627.13	Ifrd1	2483.999	2823	2736	2089	3530	3363	2672	3109	3042	3356.001	2719.999	2784
ENSMUSG00000001630.14	Stk38l	1011.232	1013.801	933.693	491	634.417	868.221	772.171	733.825	717.696	895.038	676.992	576
ENSMUSG00000001632.17	Brpf1	1082	1002	910.999	498	617	770	667	627.999	995.001	1217	797	586.001
ENSMUSG00000001642.19	Akr1b1	5955.492	4801.916	4355.222	2710.98	3891.991	4266.971	3026.957	3736.973	4307.96	4852.945	4187.998	4652.971
ENSMUSG00000001655.7	Hoxc13	0	0	0	0	0	0	0	1	0	0	1	0
ENSMUSG00000001656.4	Hoxc11	87	111	72	94	123	107	54	75	82	50	89	70
ENSMUSG00000001657.8	Hoxc8	226	211	210	340	239	193	438	388	167	184	229	163
ENSMUSG00000001661.6	Hoxc6	353	284	275	332	368	315	265.999	287	178	195	222	275
ENSMUSG00000001663.11	Gstt1	364	301	309	368	570	494	399	509	391.999	339	466	376.001
ENSMUSG00000001665.12	Gstt3	280.569	243	279.999	256	338	303	158	296.999	231	246	425	263
ENSMUSG00000001666.9	Ddt	477.998	431	445	401	597	558	751	557	555	492	617	505
ENSMUSG00000001670.14	Tat	3	9	10	0	12	5	0	0	0	0	0	0
ENSMUSG00000001672.15	Marveld3	0	0	3	2	1	1	0	1	6	0	3	2
ENSMUSG00000001674.12	Ddx18	1127.989	965	1024.848	480.914	849.981	863.991	667.977	851.955	788	949.821	672.981	644.977
ENSMUSG00000001687.16	Ubl3	6429	5796.001	6693.001	5386	7191	7496	5685.001	6859	5864.999	6043	5849	6045
ENSMUSG00000001700.11	Gramd2b	1299.001	915	967	592	690.999	845	689	766	819	907	772	730
ENSMUSG00000001707.9	Eef1e1	1259	1266	1143	967	1646	1491	937	1069	1160	1428	1249	1054
ENSMUSG00000001729.15	Akt1	5691	4855.001	4574.999	2530.001	3673.001	4117	2980.001	4347.999	4863	5720.001	4966	3343.001
ENSMUSG00000001739.15	Cldn15	124	140	158	119	178	154	172	127	155	148	124	127
ENSMUSG00000001741.13	Il16	829	463.999	585.999	453	516	605	383	518	494	504	541	432
ENSMUSG00000001750.17	Tcirg1	5500	5977	6046	3100	3529.999	4605.002	4041	5274.001	5294.998	8481.999	6605.999	4126
ENSMUSG00000001751.10	Naglu	1367	1345	1007	543	895	826	774	1146	1343	1646	1487	807
ENSMUSG00000001755.13	Coasy	465.001	551	471.001	418	548	539.999	974	578.001	572	634.001	657	442.999
ENSMUSG00000001761.8	Smo	778	635	819	479	770	882	404	650	660	719	589	413
ENSMUSG00000001763.15	Tspan33	77	68	72	61	78	138	57	70	65	41	53	81
ENSMUSG00000001767.6	Crnkl1	1482	1160	1359	757	1192	1364	1056	1055	1092	1191	928	922
ENSMUSG00000001768.17	Rin2	8795	7772.001	6861	4157	5869	6390	6273.999	7000	5048	8396.999	6970	3673.001
ENSMUSG00000001773.15	Folh1	2	6	22	10	6	15	10	42	52	51	23	15
ENSMUSG00000001774.9	Chordc1	3755.001	3106	3610.999	2173	3348.999	3974	2649.001	2957	2757	2984	2221.999	2676
ENSMUSG00000001783.4	Rtcb	3850	3449	3354	1869	2769	3138	2799	2954	2715	3836	3241	2727
ENSMUSG00000001785.14	Pwp1	1524	1286	1257	559	1042	1072	939	1032	1147	1215	964	852
ENSMUSG00000001786.15	Fbxo7	435	374	350	315	404	422.001	344	423.001	364.001	453.999	435	307.001
ENSMUSG00000001794.14	Capns1	6535.999	5921	5165.002	4224.999	5394.001	5405.999	3896.999	5159	5656.001	5962.999	5628	4637
ENSMUSG00000001802.17	Lrp3	254	218	236	256	269	259.999	161	261	244	175	274	194
ENSMUSG00000001804.10	Dsg4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001815.16	Evx2	4	2	2	23	30	25	5	9	11	0	20	6
ENSMUSG00000001819.5	Hoxd13	9	8	0	14	21	31	5	10	7	19	44	5
ENSMUSG00000001823.6	Hoxd12	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001827.13	Folr1	24	9	5	9	6	7	2	6	3	8	7	21
ENSMUSG00000001829.18	Clpb	1052	984.001	870	653.001	881.001	1103	1092	849	1058	838	605.001	1082.001
ENSMUSG00000001833.18	Septin7	14102	13076	13398	7411.001	11601	14034	10315	11350	9480	12470.999	8942	8640
ENSMUSG00000001844.11	Zdhhc4	728.001	598	558	529	717.001	694.001	431.001	632.999	613	614.999	799.001	542
ENSMUSG00000001847.15	Rac1	13330.001	12331	12373	9242	13005	14563	9829	12707.001	11957.999	14540	13555	10791
ENSMUSG00000001855.16	Nup214	875.999	527	511	292.001	389.999	402.001	363.001	416.999	522.001	645	527	374
ENSMUSG00000001864.14	Aif1l	863	826	543	509	935	891	419	364	1066.001	587.999	542	394
ENSMUSG00000001865.3	Cpa3	360	245	266	432	859	647	147	468	425	376	641	282
ENSMUSG00000001870.17	Ltbp1	1079	619.999	666	786	1000	1223	510	741	548	738	611	677
ENSMUSG00000001891.17	Ugp2	21932	15392	12529	12426.001	19068	21390	15004.999	17128	14699	12027.999	9715	23601.999
ENSMUSG00000001901.16	Kcnh6	0	0	0	1	0	2	0	0	0	0	0	0
ENSMUSG00000001909.17	Trmt1	886	730	669.998	603.002	790.999	648.151	522.998	671	734	904.999	799	670.001
ENSMUSG00000001910.6	Nacc1	1415.994	1232	989.994	627	759	939	813.995	853.991	1214	1464.989	858	750
ENSMUSG00000001911.17	Nfix	4244	2963	2914.999	3246	4343.001	4054	1970	3270	3311.001	2614	3051.999	3241
ENSMUSG00000001918.18	Slc1a5	2165.001	3088	3029.999	2705	2090	3003.001	7332	3527.001	4400.001	4264.001	3889.999	1924.001
ENSMUSG00000001924.16	Uba1	6576.999	4921	4825	2303	3300	4325.999	3550.999	3723.001	4563	4956	3012	3210
ENSMUSG00000001930.18	Vwf	2259	1126.001	1010.001	576.001	562	906.999	909.999	902.999	1061	1306	931	778
ENSMUSG00000001942.9	Siae	1468	928	1065	305	491	758	751	719.999	799	946	634	540
ENSMUSG00000001943.9	Vsig2	12	20	20	46	36	32	18	21.999	18	12	16	29
ENSMUSG00000001946.15	Esam	801	690	743	836	774	1160	647	798	563	554	643	584
ENSMUSG00000001948.11	Spa17	95	89	105	88	155	192	77	137	79	89	124	90
ENSMUSG00000001962.9	Fam50a	1256	1181	1417	908	1296	1537	1102	1653	1238	1357	1414	1158
ENSMUSG00000001964.15	Emd	1259.48	1173.155	1035.201	831.882	1269.974	1226.185	903.2	1250.501	1167.968	1490.115	1260.103	1016.95
ENSMUSG00000001983.8	Taco1	844	557	479	177	334	421	476	410	413	412	222	570
ENSMUSG00000001985.10	Grik3	10	7	6	3	19	10	3	6	6	11	4	2
ENSMUSG00000001986.17	Gria3	408.001	538.999	1074	251	491	540	228	589	491	477	548.999	262
ENSMUSG00000001988.10	Npas1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000001995.10	Sipa1l2	955	668	695	402	475	614	471	570	597	848	496	455
ENSMUSG00000001998.16	Ap4e1	807.001	479	423	169.999	226	315	300	297.999	377.999	413.001	195	236
ENSMUSG00000001999.16	Blvra	2435.999	2519	2101	1054	1819	2024	1842	2336.999	1859.999	2753	2213.001	1402
ENSMUSG00000002006.13	Pdzd4	152	198	194	229	316	281	109	248	177	184	242	144
ENSMUSG00000002007.6	Srpk3	641	509.999	324	583	512	491	280	349.001	468	323.999	301.001	483
ENSMUSG00000002010.18	Idh3g	4643.001	3904.999	3638.999	2744	3973.999	4409.999	4941.001	3416	4089	2960	2538	4759
ENSMUSG00000002012.14	Pnck	158	164	132	189	223	138	55	176	120	119	195	156
ENSMUSG00000002014.13	Ssr4	3031.999	2891	2505.999	2101	2998	3023.001	2246	2532.999	2435.999	3399.001	2905	2165
ENSMUSG00000002015.6	Bcap31	5577	5435	5380	3557	4546	5113	5708	4628	4923	5672	4370	3973
ENSMUSG00000002017.11	Fam98a	2054	1709.001	1802.999	960	1463	1870	1228	1436	1327	1553	905	1341
ENSMUSG00000002020.16	Ltbp2	558	1746	2265	363	877	1034.001	554	1032.999	1680.999	1886	1639	363
ENSMUSG00000002028.14	Kmt2a	2665	1803	2525	1376	1674	2138	1362	2047	1782	1646	1447	1246
ENSMUSG00000002031.14	Ift46	1490.002	1159	1078	786.999	967	1130	848.001	972.001	1093	1174	1301	850
ENSMUSG00000002032.18	Tmem25	125	114	111	105	113	162.001	62	109	72	44	60	111.001
ENSMUSG00000002033.15	Cd3g	56	42	57	90	70	57	24	87	38	51	85	43
ENSMUSG00000002043.18	Trappc6a	79	142	110.999	99.999	135.001	119	95.999	118	131	183	267	113
ENSMUSG00000002052.7	Supt6	2647	1837	1914	878	1241	1499	1220	1443	1677	1986	1219	1148
ENSMUSG00000002055.10	Spag5	338	381	155	95	100	167	169	120	202	378	171	129
ENSMUSG00000002057.5	Foxn1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002058.14	Unc119	393	445	254	236	396	307.001	320.999	317.001	354	522.001	526	347
ENSMUSG00000002059.19	Rab34	637	576.001	703	476	712.001	732	621.999	820	616.001	658	860.999	495
ENSMUSG00000002064.11	Sdf2	3148	2684	2746	2238	3056	3021	2294	2582	2529	2783	2485	2593
ENSMUSG00000002068.17	Ccne1	127	171	71	33	46	50	65	47	99	196	115	47
ENSMUSG00000002076.13	Hsf2bp	45	46	39	31	26.999	26	29	22	44	35.001	31	27
ENSMUSG00000002083.14	Bbc3	192	181.999	120	129	151	199	156	187	212	252	287	145
ENSMUSG00000002100.16	Mybpc3	16	16	9	2	8	15	10	5	4	32	14	1
ENSMUSG00000002102.16	Psmc3	7640.999	6266	6310.001	4606.001	6531	6635.999	4646	5896.999	5756	6049.999	4879	6130
ENSMUSG00000002103.17	Acp2	4314	3280	3666.001	1424	2010	2670.001	3018.001	2582	2664	3549	2641	2008
ENSMUSG00000002104.12	Rapsn	350	231.001	140	264	325	302.999	139	205.999	287.999	282	302	378
ENSMUSG00000002105.16	Slc39a13	768.999	834.001	925	833.001	874	964	495.001	882.999	707	958	975.999	629
ENSMUSG00000002107.20	Celf2	6975	6822.999	6373.999	6600	7028	7325	5935.999	6247.999	5542	7150.001	7000.999	5228.001
ENSMUSG00000002108.11	Nr1h3	744.001	551	607	708	732	581.001	839	708	792	851.001	795	767
ENSMUSG00000002109.15	Ddb2	215	195.999	273.001	242.001	241.001	229.001	156	226	184	128	247	162
ENSMUSG00000002111.10	Spi1	3570	3210.999	2841.999	1429.001	1993	2394.001	2086	2761.999	3082.001	4126.001	3985	1925.001
ENSMUSG00000002129.12	Sf3a1	1417.999	1308	1321	831	1395	1434	935	1132	1220	1408	1184	1018
ENSMUSG00000002147.19	Stat6	4219	3435	3202	1901	2498	2852	2565	2750	2808	4181	2852.001	2179
ENSMUSG00000002190.14	Clgn	1	0	1	3	2	0	3	9	2	3	3	0
ENSMUSG00000002204.10	Napsa	595	448	360	137	125	231	379.001	181	348	539	250	271
ENSMUSG00000002205.17	Vrk3	829.001	699	700.001	560	699.999	714	542	710	735.002	934	665.999	631
ENSMUSG00000002210.12	Smg9	499	480	432.999	283	346	400	259	351.001	414.999	556	525	356
ENSMUSG00000002221.12	Paxip1	534.001	534	447.999	305	397.999	500	398	397	456	580	395	368
ENSMUSG00000002222.15	Rmnd5a	6870	5166	6142	3781	5296	6046	4442	5130	5029	4432	3816	5592
ENSMUSG00000002227.16	Mov10	519	596	433	258	253	508	305.001	420.996	434	614.999	403.999	250
ENSMUSG00000002228.8	Ppm1j	492	504	487	455	735	565	218	598	434	355	547	663
ENSMUSG00000002233.14	Rhoc	6958	7091	5331	4184	5706.001	5378	4959	6027.999	5693	8167	8816	5412
ENSMUSG00000002240.13	Prr27	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002249.22	Tead3	231.001	261	231	230.001	337.001	252	118	251	266	267	297	186.999
ENSMUSG00000002250.17	Ppard	497	380	319	296	412	318	247	328	489	479	357	394.999
ENSMUSG00000002257.9	Def6	459	457	312	207	250	295	226	304	315	534	484	245
ENSMUSG00000002265.18	Peg3	5615.001	5501	6380	5922.999	4529	7067	2904	3401	3047	3567	3202	3015
ENSMUSG00000002266.18	Zim1	1299	939	1349	593	711	1102	344	497	490	530	443	378
ENSMUSG00000002274.15	Metrn	228	270	234	188	340.047	277	139	274	282.002	295.999	342	328.999
ENSMUSG00000002279.20	Lmf1	476.001	378	338.999	259	291.001	353.999	331.001	340	488	419	402	407.001
ENSMUSG00000002280.12	Ciao3	1108	941	841	581	886	932.001	749	868.001	894.001	938	909.001	874.001
ENSMUSG00000002289.17	Angptl4	2392	2689	3716	1400	2902.999	3237	3252.001	2736	2956	4241	1947	1642
ENSMUSG00000002297.17	Dbf4	485	632.001	398.999	150	220	333.001	387	267	329	808.999	380	238
ENSMUSG00000002307.17	Daxx	1081.001	1039	760.999	441	721	792.999	677.999	728.999	817.999	1211	688	553.001
ENSMUSG00000002308.17	Cd320	564.999	611	570	410	618	508	456	623	541.999	550.999	651	512
ENSMUSG00000002319.17	Ipo4	1205.001	1017.756	874.54	639.696	915.988	920.373	656	896.418	1142.999	1203.513	867.988	891.617
ENSMUSG00000002320.16	Tm9sf1	1648.999	1605.019	1480.347	946.206	1194.942	1422.508	1170	1428.196	1450	1712.025	1426.284	997.928
ENSMUSG00000002324.9	Rec8	1	0	0	3	0	1	0	1	3	0	0	0
ENSMUSG00000002325.16	Irf9	1599	1745	1130.001	873.215	1101.218	1601	1010.108	1013.999	1211.22	1989.001	1274.085	865
ENSMUSG00000002326.7	Gmpr2	792.999	853.999	849.999	387.999	494	715	650	643	708	966.001	634	427
ENSMUSG00000002329.8	Mdp1	1799	1588	1404	1298	1742	1714	1191.001	1540	1350.999	1652	1961.999	1412
ENSMUSG00000002332.17	Dhrs1	1571.999	1545.001	1156	754	1200	1028	1025	1196	1218	1700	1334.001	1084
ENSMUSG00000002341.9	Ncan	1	44	5	0	0	2	90	1	40	16	5	0
ENSMUSG00000002342.18	Tmem161a	1116.001	1168	941	1110	1505.999	1211.999	779.001	1195.999	989	999.998	1003.001	1370.001
ENSMUSG00000002343.12	Armc6	402	393	278.999	285	366	349	227	295	314	480	341	282.408
ENSMUSG00000002345.19	Borcs8	624	526.981	465.998	346.001	462.978	479	480.999	522	501	643.999	586	441
ENSMUSG00000002346.18	Slc25a42	570	366.001	322	417	559	451	550	454	317	350	364	562
ENSMUSG00000002365.11	Snx9	4104	3583	4430	2414	4246	4046	2632	3985	3104	3413	3892	2502
ENSMUSG00000002372.10	Ranbp3	1673	1521.999	1323	1063	1376.001	1275.999	891	1197	1403	1732	1496	1256
ENSMUSG00000002379.8	Ndufa11	1897	1967	1451.001	2319.001	3547.001	2812	1675.001	2190	2337	1636	1969.001	3037
ENSMUSG00000002384.3	Bmp8b	2	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000002393.15	Nr2f6	397	538	378	595	766	556	424	556	436	635	700	557
ENSMUSG00000002395.15	Use1	3118.001	2151	2020	2151.999	2836	2698.999	1916	2316	2045	2190.999	2863.998	2219.999
ENSMUSG00000002396.9	Ocel1	301.999	300.999	288	282	412	327	271	360	415	463.999	543	365.001
ENSMUSG00000002409.19	Dyrk1b	577	362	304	327	431	380	268.001	384	422	341.001	452	500.001
ENSMUSG00000002413.16	Braf	1379.999	1074	1373	493	723	1031	811	884	918	942	629	584
ENSMUSG00000002416.14	Ndufb2	1617.999	1727.999	1354.997	2256.956	3407	2643.972	1404.995	2067.966	1736.001	1310.998	1515	2341.992
ENSMUSG00000002428.13	Hltf	1822.999	1531	1780	790	1092	1600	1272.999	1315.999	1176	1555	1012	880
ENSMUSG00000002455.15	Prpf6	1931	1402	1321	695	998	1183	1011	1188	1175	1354	862	908
ENSMUSG00000002458.14	Rgs19	1034	891	945	528	818.998	930.001	777	915	789.999	1130	1081	585.001
ENSMUSG00000002459.18	Rgs20	0	0	2	0	1	1	1	2	1	0	0	2
ENSMUSG00000002475.17	Abhd3	72	90	65	85	147	100	119	121	71	67	120	54
ENSMUSG00000002477.6	Snrpd1	1447.998	1860.001	1645.998	1300	1917	1965.001	1361.999	1604	1336.001	2151.992	1705	1107
ENSMUSG00000002486.16	Tchp	241.999	240	247	170	208	227.001	143	223	264.999	290	256	202.001
ENSMUSG00000002489.17	Tiam1	936.001	870	697	299	391.001	539.999	476	494	585	992	414	393.001
ENSMUSG00000002496.11	Tsc2	1612	1139.002	1034.999	775.001	1042.002	1109.001	847	1068.999	1193	1042	833.001	1088.999
ENSMUSG00000002500.16	Rpl3l	5583	4145	3917	4944.999	7794	7065	2921	5477	5150.001	2654	2976	7440
ENSMUSG00000002504.16	Nherf2	810	552.001	647	834.001	1016.999	1109.001	651	1089	861.001	509.999	589	810.999
ENSMUSG00000002524.18	Puf60	2345.001	2346	1962.001	1788	2421.001	2499	1697	2397	2175	2343.999	2184	1551
ENSMUSG00000002546.18	Golga2	2129.001	1518.999	1432	1173.999	1485	1517	1054.999	1352	1610	1741.998	1401	1359
ENSMUSG00000002550.17	Uck1	698.001	723.001	691.228	437.007	589	603.999	1538	602.971	818.001	741	706	501.25
ENSMUSG00000002565.17	Scin	62	48	187	69	50	108	35	107	57	38	90	18
ENSMUSG00000002578.19	Ikzf4	36	24	34	24	38	21	3	31	29	21	25	20
ENSMUSG00000002580.8	Mien1	1058	1172	1074	1000	1621	1589	1069	1435	1075	1487	1478	1201
ENSMUSG00000002588.14	Pon1	51	42	102	129	46	91	259	159	97	60	135	61
ENSMUSG00000002602.17	Axl	6728.001	5280.001	5727.001	4095.999	4892.999	6195	3662	4927	5398	5921.999	5208.999	4137
ENSMUSG00000002603.16	Tgfb1	3185.001	2602	2173	1245	1843.001	2073.999	1795	2414	2276	3148	2696.999	1479
ENSMUSG00000002608.9	Ccdc97	993.001	834.999	701	638	783.001	884	547	710	887.001	916	821.999	869
ENSMUSG00000002617.15	Zfp40	255	208	242	160	195	243	202	179	170	183	173	110
ENSMUSG00000002625.11	Akap8l	1152	971	1185.001	945.999	964.999	1089	758.999	917.001	861.999	854.999	1026.999	785.998
ENSMUSG00000002633.5	Shh	0	0	0	0	0	1	3	1	0	0	0	0
ENSMUSG00000002635.12	Pdcd2l	555	478	426	353	512	515	368	420.999	472	522	419	445
ENSMUSG00000002658.10	Gtf2f1	1437	1318	1059	595	832	1037	912	912	1106	1392	878	719
ENSMUSG00000002660.9	Clpp	499	501	410	617	848	639	562	642	505	576	587	637
ENSMUSG00000002661.15	Alkbh7	318	301	228	262	447	400	282	357	305.001	313	283	334
ENSMUSG00000002664.3	Pspn	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000002668.9	Dennd1c	468.999	458	396	232.999	218.001	355.001	233	355	326	512	388	201.001
ENSMUSG00000002679.15	Med6	730	760.001	705.001	415.999	679	743	572.001	604.001	570	665	548	486.001
ENSMUSG00000002688.9	Prkd1	124	177	195	154	173	226	371	189	247	179	160	121
ENSMUSG00000002699.14	Lcp2	1806	1645	1941	787	1236	1550	1206	1483	1321	2179	1576	876
ENSMUSG00000002718.15	Cse1l	3747.001	3060.001	2691	1814	2768	2860	2099	2319.999	2331	2801	1927	2331.999
ENSMUSG00000002728.15	Naa20	3910.964	3628.91	3176.976	2155.993	3540.886	3660.944	3089.978	3573.959	2643.995	4098.959	3496.962	2698.974
ENSMUSG00000002731.7	Prkra	1018	1031	931	734	879	903	1004	908	673	1018	1182	684
ENSMUSG00000002732.15	Fkbp7	1337	1313	1636	1127	1941	2035	862	1546	967	1157.001	1389	867
ENSMUSG00000002733.9	Plekha3	1273	1276	1609	1034	1411	1658	1114	1383	1286	1354	1325	1028
ENSMUSG00000002741.10	Ykt6	4311	4093	3743	1703	2908	3323	2509	3286	3316	4212	3277	2419
ENSMUSG00000002748.8	Baz1b	3650.001	3334.999	3260	2197	2790	3155.999	2606.001	2785	2973	3412.999	2564	2198
ENSMUSG00000002763.17	Pex6	635	629	548	698	731	655.001	807	756	812	877	956	779
ENSMUSG00000002767.14	Mrpl2	1214.001	1096	944.001	1061	1520	1374.999	1087.001	1212	1301.999	1186	1074.001	1285
ENSMUSG00000002768.9	Mea1	1150.001	988	939.001	856	1203	1096	891	1059.999	1097	1192	1220	947.998
ENSMUSG00000002769.10	Gnmt	9	12	14	4	18	18	16	13	35	12	22	40
ENSMUSG00000002771.13	Grin2d	40	49	51	60	45	52	17	40	27	60	54	34
ENSMUSG00000002778.15	Kdelr1	3943	3838	3307.001	3234	3852	4009	2973	3656	3713	4404.999	4698	3616
ENSMUSG00000002781.20	Tmem143	520	538	349	380	546.999	563	706.001	525.001	438	369	415	627.999
ENSMUSG00000002791.19	Pdxk-ps	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002797.10	Ggct	236	239	216	217.999	335.999	292	221	229	201	240.999	234	210.999
ENSMUSG00000002799.7	Jag2	410	319	260	372	422.001	457.001	248.001	316.999	317	229	264	356
ENSMUSG00000002803.15	Btbd6	470.001	384	304	376.001	464.001	417.001	314	376.001	413.001	409	412.999	521.999
ENSMUSG00000002804.5	Nudt14	165	202	155	138	194	145.999	129	135.001	177.001	213.001	208	138
ENSMUSG00000002808.8	Epdr1	3845.999	2895	2560	2086	3567	3658	1720	2936	2381	1817	1826	3974
ENSMUSG00000002812.5	Flii	3786	3060	2701	1629.001	2013.999	2641	2137.001	2588	2811	3313.001	2005.999	2210
ENSMUSG00000002814.16	Top3a	372	306	263	149.999	189	233	187	232	315	330	282	187
ENSMUSG00000002820.7	Atg4d	691	632	437	592	781	722	496	612	769	537	614	845.001
ENSMUSG00000002825.9	Qtrt1	135	148	115.999	100	135	121	87	158	94	177	157	104
ENSMUSG00000002831.16	Plin4	1620	1779	2101	1800	1420	1960	5031	3123	4566	2657	1507	3574
ENSMUSG00000002833.12	Hdgfl2	934	827	814	811.999	916.001	980	538	848.999	796.999	852.001	769.001	729.002
ENSMUSG00000002835.10	Chaf1a	307.999	385	197	95	125	137.999	189	175	236	491	292	126
ENSMUSG00000002844.10	Adprh	1699	1761	1551	1255	1846	2005	1379	1705	1599	2052	1819	1403
ENSMUSG00000002845.15	Tmem39a	574	562.001	577	506	650.999	691	354.001	539.999	543	611.001	434	338.999
ENSMUSG00000002846.10	Timmdc1	743	657	574	600	930	920	643	669	698	636	601	762
ENSMUSG00000002847.8	Pla1a	296	203	195	432	577	401	195	474	375	251	264	421
ENSMUSG00000002870.9	Mcm2	437	586	282	111	199	253	239	222	307	750	375	200
ENSMUSG00000002871.15	Tpra1	754.998	617	484	499	615.001	509.001	453	549.001	693	812	725	514
ENSMUSG00000002881.15	Nab1	2587	2109.001	2325	1298	1850	2663	1717	2048	1792	1947	1577	1341
ENSMUSG00000002885.15	Adgre5	6563	4605.001	4672	2052.001	2462.001	3510.998	4100	3548.999	4139.001	4913.999	2684.001	2655
ENSMUSG00000002897.6	Il17ra	1225	1265	895	560	727	897	829	798	1071	1600	914	688
ENSMUSG00000002900.18	Lamb1	6243	5702	6739.999	2633	3695	5959	4086	4544	3251	4598	3391	2751
ENSMUSG00000002908.19	Kcnn1	203	125	144	151.999	250	198	100	201	160	127	146	263
ENSMUSG00000002910.12	Arrdc2	246	523	1170	498	410	437	259.001	502	637	398	375.999	1123
ENSMUSG00000002930.7	Ppp1r17	0	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000002944.16	Cd36	31220	23288	20557	9975.001	17664	21299.999	38405	20808	24355.999	27679.999	14889	17292.001
ENSMUSG00000002948.20	Map2k7	1735	1470.391	1476	1141	1373.94	1539	1017.361	1504.162	1482.007	1452.742	1305	1541.237
ENSMUSG00000002949.16	Timm44	1903.999	1687.999	1528.001	1227.001	1673	1812	1626	1411.999	1553	1450.999	1409.001	1684
ENSMUSG00000002957.12	Ap2a2	3773	3581	3477	2195	3131	3275	2457	3071	3893	4964	3466	2888
ENSMUSG00000002963.18	Pnkp	558	558.999	444	381.999	530	467	322	482	550.001	483	538	506
ENSMUSG00000002968.10	Med25	830.001	739	679.001	597	800.999	670	462.999	706	877	742.239	851	803.001
ENSMUSG00000002980.15	Bcam	817	547	347	492	500	630	408	404.999	611	543.999	384	442
ENSMUSG00000002981.11	Clptm1	2854	2276.001	1922	1088	1630	1824.999	1679	1794.001	2300	2445.002	1810.001	1615
ENSMUSG00000002983.19	Relb	579	553.999	489.001	366.999	497.999	454	412.999	516.001	478	661	661	391
ENSMUSG00000002984.18	Tomm40	838.999	936	730.001	482	765	894.999	701.999	751.001	922	1197	902.999	799.999
ENSMUSG00000002985.17	Apoe	117781.999	77501.001	147264	56332.001	64667.999	76895.999	72866.001	92171.001	85302.001	76225	79365	61168.999
ENSMUSG00000002992.18	Apoc2	123	92	67	47	32	45	93	37	52.081	219	49	79
ENSMUSG00000002996.18	Hbp1	6786.999	4640.999	5795.999	2461	3479	4382.999	4430.002	4391.001	5065.999	4332.001	3570.999	3489
ENSMUSG00000002997.16	Prkar2b	702	1145	1391	558	455.001	886	10202.999	1214	1404	1207	924	371
ENSMUSG00000003031.15	Cdkn1b	4125	3420.999	4454.001	2380	3616.999	4355	2976	3659	3456	3370	3070	3015
ENSMUSG00000003032.9	Klf4	1305	1254	1260	1908	2279	2215	1191	1828	2012	1562	1541	1833
