name	taxonomy_id	taxonomy_lvl	HFD_AL_7_06_12_HFD_AL_7_06_12_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_7_06_12_HFD_AL_7_06_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_6_05_12_HFD_IF_6_05_12_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_6_05_12_HFD_IF_6_05_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_4_02_25_HFD_IF_4_02_25_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_4_02_25_HFD_IF_4_02_25_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_7_06_12_HFD_IF_7_06_12_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_7_06_12_HFD_IF_7_06_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_4_03_11_HFD_AL_4_03_11_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_4_03_11_HFD_AL_4_03_11_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_4_03_11_HFD_IF_4_03_11_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_4_03_11_HFD_IF_4_03_11_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_6_05_12_HFD_AL_6_05_12_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_6_05_12_HFD_AL_6_05_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_6_05_22_HFD_IF_6_05_22_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_6_05_22_HFD_IF_6_05_22_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_4_02_25_HFD_AL_4_02_25_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_4_02_25_HFD_AL_4_02_25_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_6_05_22_HFD_AL_6_05_22_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_6_05_22_HFD_AL_6_05_22_L4_k2s8_bracken.bracken.tsv_frac
Phocaeicola salanitronis	376805	S	102	0.00003	30	0.00001	84	0.00003	126	0.00003	50	0.00002	200	0.00004	82	0.00002	105	0.00002	105	0.00006	63	0.00002
uncultured Alistipes sp.	538949	S	3460	0.00091	6282	0.00179	514	0.00021	9683	0.00267	779	0.00025	3228	0.00067	3109	0.00090	7533	0.00159	1088	0.00062	4565	0.00165
Alistipes dispar	2585119	S	1653	0.00043	3408	0.00097	213	0.00009	5265	0.00145	338	0.00011	1397	0.00029	1502	0.00044	4314	0.00091	414	0.00024	2472	0.00090
Alistipes senegalensis	1288121	S	1865	0.00049	3854	0.00110	192	0.00008	5817	0.00160	272	0.00009	1346	0.00028	2057	0.00060	4769	0.00100	424	0.00024	2999	0.00109
Alistipes onderdonkii	328813	S	1597	0.00042	3885	0.00111	127	0.00005	5794	0.00160	283	0.00009	688	0.00014	1823	0.00053	4470	0.00094	272	0.00016	2815	0.00102
Alistipes communis	2585118	S	1221	0.00032	2289	0.00065	104	0.00004	3384	0.00093	199	0.00007	763	0.00016	1443	0.00042	3833	0.00081	260	0.00015	1889	0.00068
Alistipes finegoldii	214856	S	1912	0.00050	4315	0.00123	324	0.00013	6339	0.00175	484	0.00016	1551	0.00032	1890	0.00055	5047	0.00106	563	0.00032	3191	0.00116
Alistipes putredinis	28117	S	932	0.00024	1722	0.00049	94	0.00004	2660	0.00073	183	0.00006	780	0.00016	861	0.00025	2330	0.00049	319	0.00018	1346	0.00049
Alistipes shahii	328814	S	1907	0.00050	3614	0.00103	531	0.00022	5612	0.00155	313	0.00010	800	0.00017	2364	0.00069	4902	0.00103	687	0.00039	3151	0.00114
Alistipes sp. i18-0019-D1	3132707	S	669	0.00018	1977	0.00056	77	0.00003	2535	0.00070	88	0.00003	463	0.00010	613	0.00018	1901	0.00040	188	0.00011	1246	0.00045
Alistipes sp. dk3624	2662363	S	177	0.00005	339	0.00010	70	0.00003	460	0.00013	77	0.00003	285	0.00006	169	0.00005	321	0.00007	203	0.00012	234	0.00008
Alistipes indistinctus	626932	S	314	0.00008	499	0.00014	33	0.00001	842	0.00023	71	0.00002	251	0.00005	364	0.00011	651	0.00014	108	0.00006	337	0.00012
Alistipes ihumii	1470347	S	140	0.00004	392	0.00011	40	0.00002	462	0.00013	88	0.00003	129	0.00003	144	0.00004	385	0.00008	110	0.00006	248	0.00009
uncultured Acetobacteroides sp.	1760811	S	50	0.00001	92	0.00003	20	0.00001	173	0.00005	19	0.00001	84	0.00002	98	0.00003	90	0.00002	34	0.00002	71	0.00003
Prevotella melaninogenica	28132	S	1505	0.00039	118	0.00003	659	0.00027	1088	0.00030	353	0.00012	238	0.00005	1645	0.00048	3109	0.00065	978	0.00056	566	0.00021
Prevotella sp. oral taxon 475	712471	S	442	0.00012	363	0.00010	175	0.00007	926	0.00026	222	0.00007	1012	0.00021	400	0.00012	709	0.00015	261	0.00015	331	0.00012
Prevotella sp. E9-3	2913621	S	100	0.00003	90	0.00003	82	0.00003	219	0.00006	64	0.00002	228	0.00005	179	0.00005	98	0.00002	56	0.00003	60	0.00002
Prevotella sp. E15-22	2937774	S	72	0.00002	51	0.00001	35	0.00001	206	0.00006	39	0.00001	248	0.00005	118	0.00003	97	0.00002	75	0.00004	52	0.00002
Prevotella sp. Rep29	2691580	S	41	0.00001	89	0.00003	27	0.00001	137	0.00004	67	0.00002	110	0.00002	53	0.00002	83	0.00002	92	0.00005	60	0.00002
Prevotella sp. E2-28	2913620	S	18	0.00000	0	0.00000	22	0.00001	33	0.00001	22	0.00001	36	0.00001	18	0.00001	20	0.00000	41	0.00002	13	0.00000
Prevotella dentalis	52227	S	699	0.00018	656	0.00019	292	0.00012	1587	0.00044	387	0.00013	1542	0.00032	750	0.00022	1014	0.00021	502	0.00029	540	0.00020
Prevotella denticola	28129	S	357	0.00009	47	0.00001	177	0.00007	208	0.00006	88	0.00003	118	0.00002	339	0.00010	530	0.00011	203	0.00012	146	0.00005
Prevotella nigrescens	28133	S	303	0.00008	295	0.00008	123	0.00005	626	0.00017	154	0.00005	610	0.00013	238	0.00007	393	0.00008	200	0.00011	204	0.00007
Prevotella jejuni	1177574	S	272	0.00007	241	0.00007	103	0.00004	510	0.00014	141	0.00005	694	0.00014	268	0.00008	409	0.00009	179	0.00010	174	0.00006
Prevotella communis	2913614	S	170	0.00004	131	0.00004	192	0.00008	261	0.00007	124	0.00004	220	0.00005	284	0.00008	245	0.00005	149	0.00009	133	0.00005
Prevotella corporis	28128	S	198	0.00005	73	0.00002	122	0.00005	259	0.00007	108	0.00004	365	0.00008	173	0.00005	283	0.00006	204	0.00012	82	0.00003
Prevotella multiformis	282402	S	77	0.00002	76	0.00002	19	0.00001	155	0.00004	24	0.00001	69	0.00001	35	0.00001	49	0.00001	35	0.00002	56	0.00002
Prevotella intermedia	28131	S	87	0.00002	84	0.00002	134	0.00006	266	0.00007	76	0.00002	337	0.00007	152	0.00004	177	0.00004	147	0.00008	103	0.00004
Prevotella herbatica	2801997	S	39	0.00001	13	0.00000	29	0.00001	125	0.00003	17	0.00001	120	0.00002	56	0.00002	52	0.00001	34	0.00002	22	0.00001
Prevotella histicola	470565	S	29	0.00001	0	0.00000	18	0.00001	22	0.00001	0	0.00000	0	0.00000	81	0.00002	77	0.00002	20	0.00001	15	0.00001
Prevotella fusca	589436	S	16	0.00000	0	0.00000	15	0.00001	15	0.00000	12	0.00000	24	0.00000	19	0.00001	19	0.00000	36	0.00002	0	0.00000
Segatella copri	165179	S	600	0.00016	290	0.00008	391	0.00016	1112	0.00031	362	0.00012	965	0.00020	804	0.00023	839	0.00018	657	0.00038	439	0.00016
Segatella hominis	2518605	S	574	0.00015	459	0.00013	201	0.00008	867	0.00024	264	0.00009	979	0.00020	357	0.00010	768	0.00016	303	0.00017	259	0.00009
Segatella oris	28135	S	25	0.00001	0	0.00000	27	0.00001	41	0.00001	39	0.00001	61	0.00001	58	0.00002	98	0.00002	56	0.00003	14	0.00001
Hoylesella enoeca	76123	S	480	0.00013	62	0.00002	548	0.00023	256	0.00007	111	0.00004	226	0.00005	852	0.00025	1589	0.00033	410	0.00023	146	0.00005
Hoylesella buccalis	28127	S	54	0.00001	52	0.00001	40	0.00002	167	0.00005	84	0.00003	244	0.00005	76	0.00002	79	0.00002	166	0.00010	69	0.00003
Paraprevotella xylaniphila	454155	S	200	0.00005	50	0.00001	83	0.00003	129	0.00004	58	0.00002	61	0.00001	175	0.00005	303	0.00006	139	0.00008	70	0.00003
Paraprevotella clara	454154	S	72	0.00002	80	0.00002	57	0.00002	169	0.00005	76	0.00002	299	0.00006	78	0.00002	57	0.00001	86	0.00005	53	0.00002
Pseudoprevotella muciniphila	2133944	S	200	0.00005	111	0.00003	128	0.00005	279	0.00008	102	0.00003	287	0.00006	262	0.00008	328	0.00007	141	0.00008	145	0.00005
Xylanibacter ruminicola	839	S	211	0.00006	113	0.00003	113	0.00005	463	0.00013	108	0.00004	435	0.00009	311	0.00009	303	0.00006	180	0.00010	170	0.00006
Parabacteroides distasonis	823	S	3716	0.00097	260	0.00007	1271	0.00052	910	0.00025	376	0.00012	755	0.00016	1216	0.00035	1930	0.00041	790	0.00045	495	0.00018
Parabacteroides sp. ASD2025	3415987	S	247	0.00006	78	0.00002	52	0.00002	196	0.00005	92	0.00003	169	0.00004	169	0.00005	115	0.00002	87	0.00005	62	0.00002
Parabacteroides sp. APC149_11_2_Y6	3372857	S	54	0.00001	13	0.00000	34	0.00001	73	0.00002	18	0.00001	96	0.00002	77	0.00002	49	0.00001	43	0.00002	38	0.00001
Parabacteroides merdae	46503	S	210	0.00006	83	0.00002	126	0.00005	239	0.00007	70	0.00002	443	0.00009	213	0.00006	204	0.00004	109	0.00006	87	0.00003
Parabacteroides goldsteinii	328812	S	177	0.00005	101	0.00003	86	0.00004	218	0.00006	27	0.00001	127	0.00003	98	0.00003	128	0.00003	56	0.00003	124	0.00004
Parabacteroides johnsonii	387661	S	146	0.00004	14	0.00000	78	0.00003	31	0.00001	0	0.00000	20	0.00000	79	0.00002	134	0.00003	85	0.00005	23	0.00001
Parabacteroides chongii	2685834	S	69	0.00002	22	0.00001	106	0.00004	130	0.00004	18	0.00001	184	0.00004	76	0.00002	65	0.00001	45	0.00003	56	0.00002
Parabacteroides absconsus	2951805	S	58	0.00002	15	0.00000	0	0.00000	43	0.00001	15	0.00000	47	0.00001	22	0.00001	30	0.00001	17	0.00001	21	0.00001
Parabacteroides faecis	1217282	S	23	0.00001	173	0.00005	36	0.00001	89	0.00002	69	0.00002	14	0.00000	24	0.00001	90	0.00002	36	0.00002	151	0.00005
Tannerella serpentiformis	712710	S	710	0.00019	506	0.00014	302	0.00012	1511	0.00042	376	0.00012	1629	0.00034	763	0.00022	1005	0.00021	571	0.00033	535	0.00019
Tannerella forsythia	28112	S	120	0.00003	111	0.00003	106	0.00004	364	0.00010	95	0.00003	373	0.00008	167	0.00005	178	0.00004	93	0.00005	91	0.00003
Barnesiella sp. An22	1965590	S	1478	0.00039	658	0.00019	830	0.00034	2372	0.00065	667	0.00022	1986	0.00041	1340	0.00039	2253	0.00047	1070	0.00061	869	0.00032
Barnesiella viscericola	397865	S	533	0.00014	654	0.00019	420	0.00017	1503	0.00041	402	0.00013	1643	0.00034	727	0.00021	965	0.00020	510	0.00029	524	0.00019
Barnesiella intestinihominis	487174	S	327	0.00009	184	0.00005	201	0.00008	726	0.00020	146	0.00005	686	0.00014	314	0.00009	547	0.00012	269	0.00015	215	0.00008
Coprobacter secundus	1501392	S	302	0.00008	103	0.00003	122	0.00005	294	0.00008	109	0.00004	209	0.00004	249	0.00007	470	0.00010	156	0.00009	138	0.00005
Porphyromonas sp. oral taxon 275	712435	S	619	0.00016	451	0.00013	350	0.00014	1094	0.00030	311	0.00010	1064	0.00022	515	0.00015	825	0.00017	383	0.00022	441	0.00016
Porphyromonas gingivalis	837	S	259	0.00007	65	0.00002	123	0.00005	326	0.00009	103	0.00003	158	0.00003	384	0.00011	499	0.00011	138	0.00008	159	0.00006
Porphyromonas asaccharolytica	28123	S	133	0.00003	140	0.00004	0	0.00000	209	0.00006	0	0.00000	10	0.00000	93	0.00003	84	0.00002	19	0.00001	113	0.00004
Porphyromonas crevioricanis	393921	S	100	0.00003	118	0.00003	27	0.00001	271	0.00007	20	0.00001	132	0.00003	143	0.00004	88	0.00002	42	0.00002	113	0.00004
Porphyromonas pogonae	867595	S	45	0.00001	31	0.00001	0	0.00000	38	0.00001	26	0.00001	28	0.00001	58	0.00002	46	0.00001	28	0.00002	47	0.00002
Porphyromonas cangingivalis	36874	S	59	0.00002	60	0.00002	44	0.00002	73	0.00002	22	0.00001	44	0.00001	62	0.00002	79	0.00002	38	0.00002	0	0.00000
Porphyromonas levii	28114	S	16	0.00000	169	0.00005	54	0.00002	80	0.00002	111	0.00004	40	0.00001	35	0.00001	60	0.00001	99	0.00006	117	0.00004
Proteiniphilum propionicum	2829812	S	250	0.00007	102	0.00003	82	0.00003	265	0.00007	155	0.00005	481	0.00010	167	0.00005	289	0.00006	259	0.00015	87	0.00003
Proteiniphilum saccharofermentans	1642647	S	16	0.00000	26	0.00001	24	0.00001	29	0.00001	48	0.00002	60	0.00001	18	0.00001	17	0.00000	68	0.00004	14	0.00001
Petrimonas mucosa	1642646	S	53	0.00001	140	0.00004	145	0.00006	172	0.00005	89	0.00003	191	0.00004	78	0.00002	81	0.00002	117	0.00007	106	0.00004
Indolivaga capnocytophagoides	45254	S	36	0.00001	0	0.00000	16	0.00001	20	0.00001	15	0.00000	0	0.00000	60	0.00002	42	0.00001	19	0.00001	11	0.00000
Limibacterium fermenti	3229863	S	11	0.00000	14	0.00000	29	0.00001	27	0.00001	0	0.00000	11	0.00000	22	0.00001	0	0.00000	15	0.00001	23	0.00001
Butyricimonas faecalis	2093856	S	40	0.00001	195	0.00006	23	0.00001	107	0.00003	0	0.00000	24	0.00000	57	0.00002	115	0.00002	24	0.00001	73	0.00003
Butyricimonas paravirosa	1472417	S	44	0.00001	0	0.00000	53	0.00002	0	0.00000	0	0.00000	58	0.00001	0	0.00000	0	0.00000	83	0.00005	0	0.00000
Odoribacter splanchnicus	28118	S	130	0.00003	0	0.00000	54	0.00002	290	0.00008	307	0.00010	288	0.00006	248	0.00007	296	0.00006	62	0.00004	101	0.00004
uncultured Draconibacterium sp.	1573823	S	289	0.00008	229	0.00007	98	0.00004	451	0.00012	140	0.00005	396	0.00008	209	0.00006	433	0.00009	176	0.00010	169	0.00006
Gaoshiqia hydrogeniformans	3290090	S	128	0.00003	158	0.00004	51	0.00002	222	0.00006	72	0.00002	108	0.00002	121	0.00004	134	0.00003	103	0.00006	179	0.00006
Mangrovibacterium marinum	1639118	S	29	0.00001	24	0.00001	36	0.00001	82	0.00002	0	0.00000	24	0.00000	52	0.00002	55	0.00001	13	0.00001	59	0.00002
Maribellus comscasis	2681766	S	18	0.00000	20	0.00001	42	0.00002	83	0.00002	22	0.00001	65	0.00001	47	0.00001	40	0.00001	30	0.00002	20	0.00001
Xiashengella succiniciproducens	2949635	S	21	0.00001	0	0.00000	22	0.00001	0	0.00000	29	0.00001	32	0.00001	0	0.00000	40	0.00001	61	0.00003	12	0.00000
Hymenobacter sp. BRD128	2675878	S	316	0.00008	226	0.00006	139	0.00006	632	0.00017	135	0.00004	595	0.00012	292	0.00008	412	0.00009	223	0.00013	208	0.00008
Hymenobacter sp. DG25A	1385663	S	82	0.00002	118	0.00003	56	0.00002	200	0.00006	84	0.00003	209	0.00004	131	0.00004	116	0.00002	101	0.00006	117	0.00004
Hymenobacter sp. BT18	2835648	S	54	0.00001	87	0.00002	37	0.00002	74	0.00002	45	0.00001	32	0.00001	48	0.00001	25	0.00001	45	0.00003	49	0.00002
Hymenobacter sp. GOD-10R	3093922	S	36	0.00001	44	0.00001	15	0.00001	65	0.00002	12	0.00000	19	0.00000	83	0.00002	102	0.00002	24	0.00001	42	0.00002
Hymenobacter sp. 102	3403152	S	53	0.00001	45	0.00001	82	0.00003	67	0.00002	75	0.00002	22	0.00000	86	0.00003	112	0.00002	125	0.00007	92	0.00003
Hymenobacter sp. NBH84	2596915	S	26	0.00001	41	0.00001	17	0.00001	66	0.00002	13	0.00000	17	0.00000	30	0.00001	32	0.00001	0	0.00000	26	0.00001
Hymenobacter latericus	2987688	S	537	0.00014	453	0.00013	129	0.00005	1152	0.00032	217	0.00007	1246	0.00026	405	0.00012	744	0.00016	234	0.00013	347	0.00013
Hymenobacter jejuensis	2502781	S	275	0.00007	297	0.00008	114	0.00005	511	0.00014	130	0.00004	164	0.00003	259	0.00008	352	0.00007	150	0.00009	280	0.00010
Hymenobacter weizhouensis	2987689	S	258	0.00007	177	0.00005	98	0.00004	473	0.00013	126	0.00004	373	0.00008	187	0.00005	332	0.00007	157	0.00009	198	0.00007
Hymenobacter busanensis	2607656	S	179	0.00005	169	0.00005	59	0.00002	349	0.00010	52	0.00002	231	0.00005	157	0.00005	269	0.00006	78	0.00004	162	0.00006
Hymenobacter volaticus	2932254	S	126	0.00003	50	0.00001	44	0.00002	240	0.00007	64	0.00002	203	0.00004	160	0.00005	188	0.00004	86	0.00005	103	0.00004
Hymenobacter sedentarius	1411621	S	63	0.00002	97	0.00003	0	0.00000	93	0.00003	18	0.00001	29	0.00001	31	0.00001	63	0.00001	38	0.00002	59	0.00002
Hymenobacter cellulosivorans	2932249	S	58	0.00002	41	0.00001	14	0.00001	94	0.00003	22	0.00001	48	0.00001	93	0.00003	85	0.00002	29	0.00002	35	0.00001
Hymenobacter sediminicola	2761579	S	43	0.00001	79	0.00002	0	0.00000	144	0.00004	16	0.00001	36	0.00001	35	0.00001	52	0.00001	21	0.00001	58	0.00002
Hymenobacter yonginensis	748197	S	111	0.00003	136	0.00004	47	0.00002	139	0.00004	73	0.00002	56	0.00001	84	0.00002	56	0.00001	65	0.00004	176	0.00006
Hymenobacter tibetensis	497967	S	23	0.00001	91	0.00003	12	0.00000	103	0.00003	0	0.00000	36	0.00001	33	0.00001	28	0.00001	0	0.00000	107	0.00004
Hymenobacter qilianensis	1385715	S	22	0.00001	0	0.00000	162	0.00007	23	0.00001	62	0.00002	85	0.00002	20	0.00001	23	0.00000	94	0.00005	22	0.00001
Pontibacter sp. MBLB2868	3451555	S	246	0.00006	207	0.00006	59	0.00002	374	0.00010	100	0.00003	431	0.00009	165	0.00005	353	0.00007	143	0.00008	150	0.00005
Pontibacter sp. G13	3074898	S	127	0.00003	67	0.00002	50	0.00002	204	0.00006	49	0.00002	195	0.00004	105	0.00003	153	0.00003	68	0.00004	68	0.00002
Pontibacter akesuensis	388950	S	116	0.00003	174	0.00005	74	0.00003	130	0.00004	144	0.00005	64	0.00001	42	0.00001	51	0.00001	265	0.00015	135	0.00005
Pontibacter kalidii	2592049	S	60	0.00002	43	0.00001	37	0.00002	105	0.00003	60	0.00002	151	0.00003	74	0.00002	78	0.00002	97	0.00006	33	0.00001
Pontibacter pudoricolor	2694930	S	47	0.00001	18	0.00001	17	0.00001	146	0.00004	25	0.00001	126	0.00003	91	0.00003	53	0.00001	41	0.00002	34	0.00001
Pontibacter russatus	2694929	S	38	0.00001	109	0.00003	47	0.00002	102	0.00003	73	0.00002	34	0.00001	40	0.00001	26	0.00001	73	0.00004	76	0.00003
Nibribacter ruber	2698458	S	168	0.00004	94	0.00003	0	0.00000	425	0.00012	71	0.00002	374	0.00008	234	0.00007	248	0.00005	75	0.00004	120	0.00004
Spirosoma pollinicola	2057025	S	339	0.00009	209	0.00006	112	0.00005	548	0.00015	123	0.00004	393	0.00008	231	0.00007	446	0.00009	178	0.00010	215	0.00008
Spirosoma rhododendri	2728024	S	140	0.00004	17	0.00000	91	0.00004	115	0.00003	49	0.00002	46	0.00001	167	0.00005	330	0.00007	56	0.00003	46	0.00002
Spirosoma sp. KUDC1026	2745947	S	14	0.00000	24	0.00001	0	0.00000	48	0.00001	0	0.00000	0	0.00000	21	0.00001	0	0.00000	0	0.00000	18	0.00001
Dyadobacter sp. 32	538966	S	42	0.00001	21	0.00001	0	0.00000	90	0.00002	17	0.00001	72	0.00001	83	0.00002	51	0.00001	32	0.00002	22	0.00001
Dyadobacter sp. 676	3088362	S	28	0.00001	53	0.00002	25	0.00001	91	0.00003	17	0.00001	22	0.00000	32	0.00001	81	0.00002	42	0.00002	76	0.00003
Dyadobacter sp. NIV53	2861765	S	17	0.00000	0	0.00000	0	0.00000	15	0.00000	14	0.00000	0	0.00000	10	0.00000	0	0.00000	17	0.00001	20	0.00001
Dyadobacter fermentans	94254	S	20	0.00001	0	0.00000	0	0.00000	17	0.00000	25	0.00001	0	0.00000	27	0.00001	14	0.00000	29	0.00002	0	0.00000
Larkinella insperata	332158	S	88	0.00002	127	0.00004	13	0.00001	280	0.00008	14	0.00000	129	0.00003	121	0.00004	130	0.00003	35	0.00002	122	0.00004
Larkinella roseola	2674997	S	33	0.00001	70	0.00002	18	0.00001	75	0.00002	13	0.00000	38	0.00001	38	0.00001	77	0.00002	47	0.00003	38	0.00001
Larkinella bombi	2907205	S	11	0.00000	0	0.00000	10	0.00000	15	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000
Runella sp. SP2	2268026	S	42	0.00001	24	0.00001	17	0.00001	66	0.00002	14	0.00000	60	0.00001	48	0.00001	49	0.00001	23	0.00001	35	0.00001
Flammeovirga sp. MY04	1191459	S	89	0.00002	73	0.00002	21	0.00001	169	0.00005	30	0.00001	205	0.00004	84	0.00002	99	0.00002	52	0.00003	65	0.00002
Cyclobacterium xiamenense	1297121	S	45	0.00001	52	0.00001	15	0.00001	119	0.00003	26	0.00001	85	0.00002	78	0.00002	66	0.00001	36	0.00002	30	0.00001
Echinicola marina	2859768	S	39	0.00001	0	0.00000	60	0.00002	28	0.00001	21	0.00001	0	0.00000	0	0.00000	23	0.00000	44	0.00003	18	0.00001
Persicobacter psychrovividus	387638	S	65	0.00002	76	0.00002	0	0.00000	99	0.00003	0	0.00000	0	0.00000	55	0.00002	54	0.00001	17	0.00001	75	0.00003
Fulvitalea axinellae	1182444	S	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	12	0.00000
Chryseolinea soli	2321403	S	51	0.00001	50	0.00001	46	0.00002	116	0.00003	14	0.00000	86	0.00002	96	0.00003	99	0.00002	21	0.00001	49	0.00002
Fulvivirga ulvae	2904245	S	11	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000
Rhodocytophaga rosea	2704465	S	62	0.00002	55	0.00002	0	0.00000	89	0.00002	0	0.00000	0	0.00000	50	0.00001	49	0.00001	0	0.00000	76	0.00003
Aquirufa antheringensis	2516559	S	39	0.00001	0	0.00000	22	0.00001	28	0.00001	17	0.00001	22	0.00000	69	0.00002	59	0.00001	51	0.00003	20	0.00001
Ekhidna sp.	2608089	S	19	0.00000	19	0.00001	0	0.00000	28	0.00001	0	0.00000	0	0.00000	35	0.00001	15	0.00000	15	0.00001	28	0.00001
Roseivirga pacifica	1267423	S	12	0.00000	89	0.00003	58	0.00002	66	0.00002	94	0.00003	38	0.00001	28	0.00001	48	0.00001	112	0.00006	105	0.00004
Flavobacterium sp. N1736	2986823	S	180	0.00005	149	0.00004	112	0.00005	393	0.00011	71	0.00002	388	0.00008	147	0.00004	289	0.00006	179	0.00010	146	0.00005
Flavobacterium inviolabile	2748320	S	44	0.00001	24	0.00001	87	0.00004	113	0.00003	15	0.00000	102	0.00002	87	0.00003	80	0.00002	46	0.00003	42	0.00002
Flavobacterium magnum	2162713	S	15	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	18	0.00000	16	0.00000	19	0.00000	34	0.00002	0	0.00000
Flavobacterium ammonificans	1751056	S	19	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000	25	0.00001	21	0.00000	0	0.00000	0	0.00000
Flavobacterium gelatinilyticum	3003260	S	18	0.00000	20	0.00001	48	0.00002	20	0.00001	51	0.00002	0	0.00000	0	0.00000	69	0.00001	76	0.00004	89	0.00003
Flagellimonas sp.	2058762	S	303	0.00008	279	0.00008	165	0.00007	623	0.00017	167	0.00005	623	0.00013	221	0.00006	377	0.00008	250	0.00014	232	0.00008
Flagellimonas rhodophyticola	3410791	S	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	43	0.00001	58	0.00001	0	0.00000	12	0.00000
Capnocytophaga sp. ARDL2	3238809	S	338	0.00009	41	0.00001	181	0.00007	242	0.00007	70	0.00002	45	0.00001	398	0.00012	567	0.00012	199	0.00011	114	0.00004
Capnocytophaga granulosa	45242	S	12	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000	0	0.00000
Aequorivita sublithincola	101385	S	297	0.00008	227	0.00006	119	0.00005	473	0.00013	135	0.00004	527	0.00011	217	0.00006	388	0.00008	181	0.00010	183	0.00007
Psychroflexus torquis	57029	S	137	0.00004	46	0.00001	32	0.00001	181	0.00005	42	0.00001	171	0.00004	120	0.00003	194	0.00004	87	0.00005	83	0.00003
Winogradskyella sp. MIT101101	3098297	S	44	0.00001	18	0.00001	0	0.00000	33	0.00001	0	0.00000	0	0.00000	44	0.00001	39	0.00001	0	0.00000	37	0.00001
Leeuwenhoekiella sp. H156	3450128	S	36	0.00001	55	0.00002	51	0.00002	45	0.00001	64	0.00002	0	0.00000	31	0.00001	27	0.00001	64	0.00004	105	0.00004
Maribacter sp. R86514	3093854	S	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001	14	0.00001
Constantimarinum furrinae	2562285	S	29	0.00001	43	0.00001	25	0.00001	41	0.00001	27	0.00001	0	0.00000	20	0.00001	13	0.00000	36	0.00002	44	0.00002
Salinimicrobium tongyeongense	2809707	S	21	0.00001	0	0.00000	14	0.00001	39	0.00001	0	0.00000	0	0.00000	35	0.00001	46	0.00001	11	0.00001	0	0.00000
Nonlabens sp. Hel1_33_55	1336802	S	16	0.00000	33	0.00001	20	0.00001	14	0.00000	0	0.00000	0	0.00000	37	0.00001	14	0.00000	0	0.00000	25	0.00001
Robiginitalea biformata	252307	S	17	0.00000	146	0.00004	109	0.00004	65	0.00002	161	0.00005	48	0.00001	36	0.00001	30	0.00001	150	0.00009	144	0.00005
Dokdonia sp. Dokd-P16	2173169	S	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sinomicrobium kalidii	2900738	S	12	0.00000	26	0.00001	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001
Chryseobacterium indologenes	253	S	45	0.00001	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	86	0.00003	66	0.00001	24	0.00001	0	0.00000
Chryseobacterium koreense	232216	S	28	0.00001	0	0.00000	204	0.00008	0	0.00000	0	0.00000	0	0.00000	111	0.00003	82	0.00002	0	0.00000	24	0.00001
Chryseobacterium cucumeris	1813611	S	57	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	56	0.00002	64	0.00001	0	0.00000	65	0.00002
Blattabacterium cuenoti	1653831	S	52	0.00001	0	0.00000	40	0.00002	0	0.00000	0	0.00000	0	0.00000	25	0.00001	30	0.00001	0	0.00000	0	0.00000
Mucilaginibacter sp.	1882438	S	300	0.00008	172	0.00005	113	0.00005	453	0.00012	106	0.00003	376	0.00008	218	0.00006	365	0.00008	164	0.00009	138	0.00005
